uf,ano,receita_etanol_estimada,share_do_icms,vol_etanol_hidratado_m3,formula,fonte
MG,2024,1285751595.6873481,0.015771584783529705,2529678.036,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
MG,2025,1259501468.660808,0.014359499004704077,2244815.541,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
MS,2024,153932706.285193,0.00903856444819099,369200.67,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
MS,2025,162707894.811935,0.009233416672466495,361184.058,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
MT,2024,340974997.51415,0.014769208933893522,1126506.182,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
MT,2025,390493619.59665,0.015001428492114678,1110539.751,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
PA,2024,88330713.480864,0.0036208989840711176,116423.30099999999,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
PA,2025,107433736.18224001,0.004283787668162405,132422.418,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
PB,2024,122135289.76614,0.012574078126317959,191467.584,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
PB,2025,125528283.909,0.011893795791933618,183876.216,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
PE,2024,209213065.1504,0.00799836681419333,310615.5,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
PE,2025,240217558.50992003,0.008692523277001096,324694.99,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
PI,2024,39803655.721,0.005160047180524821,63694.3,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
PI,2025,35825850.379988,0.004226349448474661,49849.987,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
PR,2024,665351545.4784,0.012875707841564686,1366372.54,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
PR,2025,702714582.3479999,0.013163683525877871,1311549.008,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
RJ,2024,782386413.063556,0.013751504930844887,1105296.81,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
RJ,2025,887609433.130126,0.014227586571699126,1158357.209,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
RN,2024,47201355.945755996,0.0055794265625016175,65352.1,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
RN,2025,51575400.80008258,0.005458662346191254,55471.801999999996,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
RO,2024,26651196.3165,0.003549967119935507,30660.348,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
RO,2025,34220955.447,0.004211299474516732,37557.765,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
RR,2024,11700496.554,0.005819991986943834,11951.086,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
RR,2025,16250479.886000002,0.007584859391745453,15748.379,"receita_etanol = Σ_mes [vol_mensal_EHC·1000·preço_revenda_ANP-SLP(uf, mes)·carga_advalorem(uf, mes)] (vigência por ato estadual; detalhe em deducao_icms_etanol_uf_mes.csv); share_do_icms = receita_etanol ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv | ICMS: r_estadual.csv"
