uf,ano,icms_bruto,deducao_fundeb_rreo,iss_df,dca_icms_bruta,dca_fecp_bruta,dca_outras_deducoes,desvio_rreo_dca_pct,formula,fonte
PE,2025,27634962927.91,7252515306.9,0.0,27414254125.54,445915226.64,225206424.27,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
PI,2024,7713816236.26,2827470974.65,0.0,7635618836.89,83083393.03,4885993.66,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
PI,2025,8476783762.62,3081352352.17,0.0,8395199810.99,88101586.81,6517635.18,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
PR,2024,51674948955.47,9937818330.84,0.0,51045873290.26,905843174.07,276767508.86,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
PR,2025,53382822594.19,10465377212.49,0.0,52742155677.36,861230961.67,220564044.84,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
RJ,2024,56894602954.23,10659629456.79,0.0,50255279323.68,6661853131.81,22529501.26,1.3409698170119265e-14,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
RJ,2025,62386507272.83,11686270083.44,0.0,55603869791.94,6803255253.59,20617772.7,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
RN,2024,8459893757.36,2823204533.09,0.0,8414485940.02,45626466.86,218649.52,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
RN,2025,9448358870.57,3175469290.58,0.0,9383667432.4,64805050.2,113612.03,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
RO,2024,7507448778.0,2252065559.09,0.0,8160076835.42,38235652.14,690863709.5600001,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
RO,2025,8125984783.1,2481637065.61,0.0,8914247539.32,43775356.92,832038113.14,1.1736107584026644e-14,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
RR,2024,2010397364.85,1394739605.1,0.0,2010717523.69,0.0,320158.84,-1.185927634357755e-14,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
RR,2025,2142489273.26,1537368378.13,0.0,2143083290.43,0.0,594017.17,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
RS,2024,50610915119.55,9464514448.39,0.0,50413517104.36,431293336.08,233895320.89,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
RS,2025,53696398855.02,9946113660.0,0.0,53501249510.32,453427907.51,258278562.81,-1.4208391426489e-14,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
SC,2024,42724622758.0,7572597257.14,0.0,42729136259.93,0.0,4513501.93,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
SC,2025,45161068246.31,8129719102.88,0.0,45170526262.28,0.0,9458015.97,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
SE,2024,5608879032.77,2406444715.95,0.0,5382660989.44,226912651.56,694608.23,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
SE,2025,6095788956.69,2681359452.18,0.0,5843793660.31,252579860.14,584563.76,-1.5644805343197004e-14,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
SP,2024,223844100208.03,38611810462.73,0.0,222848196633.32,995903574.71,0.0,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
SP,2025,238061225357.02,41120790900.41,0.0,237071553843.02,989671514.0,0.0,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
TO,2024,5947178599.38,2407832756.14,0.0,7777473808.26,42200579.9,1872495788.78,0.0,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
TO,2025,6400909146.71,2604333045.95,0.0,8686212320.91,41937480.36,2327240654.56,-1.489904472236461e-14,"icms_bruto = rubrica RREO 'ICMSLiquidoExcetoTransferenciasEFUNDEB' (arrecadação bruta líquida de restituições, antes de FUNDEB/cota-parte, INCLUI FECP); triangulação: ≡ DCA[1.1.1.4.50.1.0+1.1.1.4.50.2.0, Brutas − Outras Deduções]","SICONFI RREO Anexo 03, período 6, coluna TOTAL (ÚLTIMOS 12 MESES), R$ correntes; apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo; cache local data/raw/siconfi_rreo/icms_uf_2024_2025.csv | SICONFI DCA Anexo I-C; apidatalake.tesouro.gov.br/ords/siconfi/tt/dca; cache local data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet"
