uf,ano,icms_liq,fecp_liq,iss_mun,iss_mun_origem,formula,fonte
ES,2022,16574746153.92,76417553.12,1961127337.7299998,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
ES,2023,17651481867.78,81896753.05,2328853020.39,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
ES,2024,20794743886.190002,93811445.92999999,2734943408.7099996,universo_dca,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
ES,2025,22510507005.960003,105339710.86,3034687529.87,universo_dca,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
GO,2019,15982927068.420002,1042859216.4000001,1702249018.2009058,retropolado_indice_nacional,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
GO,2020,16747382205.23,1069497413.3599999,1675250328.8990662,retropolado_indice_nacional,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
GO,2021,21796461492.27,1379963485.9099998,2021658283.244042,retropolado_indice_nacional,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
GO,2022,23070695739.39,995164679.01,2511993399.976531,retropolado_indice_nacional,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
GO,2023,24016421189.66,333050537.51,2851445410.2588935,retropolado_indice_nacional,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
GO,2024,28822072696.71,393571713.0,3199699849.25,universo_dca,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
GO,2025,30143470370.829998,389393451.79999995,3679240036.32,universo_dca,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MA,2019,7202840367.19,628199208.27,895893351.2238865,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MA,2020,7432774572.129999,711183428.76,986808616.9628295,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MA,2021,9081230716.53,858079232.63,1095523953.69,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MA,2022,10894122236.81,575322241.42,1385670420.7307882,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MA,2023,10714069840.2,166675183.36,1576632592.3000002,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MA,2024,13654153518.91,215918027.46,1772607406.81,universo_dca,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MA,2025,15564067525.43,249176632.15,1963054464.34,universo_dca,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MG,2019,51312219431.78,669034749.02,4842037258.129093,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MG,2020,51766214750.64,743233981.14,5033389934.900695,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MG,2021,67103793302.340004,788181978.11,6227683295.080524,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MG,2022,69829494004.02,888470388.59,8719832273.44645,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MG,2023,71892795461.79001,110118969.27,10227222056.726727,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MG,2024,80554065056.34,969232274.57,10559890853.35,universo_dca,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MG,2025,86607236683.63,1104839360.82,11386998348.84,universo_dca,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MS,2019,9021941428.56,83320201.28,891235769.7478735,retropolado_indice_nacional,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MS,2020,10063863625.15,97255451.12,877100236.4711148,retropolado_indice_nacional,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MS,2021,12630344995.26,98849732.53999999,1058466861.7629455,retropolado_indice_nacional,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MS,2022,13986498067.8,99187491.83000001,1315188522.6497645,retropolado_indice_nacional,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MS,2023,15236075206.63,105829696.05000001,1492913268.23147,retropolado_indice_nacional,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MS,2024,16942606279.949997,88052423.38,1675246645.8300002,universo_dca,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MS,2025,17540139213.85,81495397.0,1844893555.54,universo_dca,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MT,2019,11121136243.57,193532265.26000002,1254181403.6217234,retropolado_indice_nacional,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MT,2020,12663900155.66,162140005.77,1234289335.1391017,retropolado_indice_nacional,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MT,2021,18493087692.620003,170766833.46,1489515456.4414287,retropolado_indice_nacional,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MT,2022,19509113052.71,190060693.5,1850784094.7976024,retropolado_indice_nacional,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MT,2023,20616788032.440002,203212362.95999998,2100885222.2860496,retropolado_indice_nacional,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MT,2024,22888954961.0,197927961.46,2357471794.7799997,universo_dca,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
MT,2025,25849163634.509995,181265387.76,2585014849.07,universo_dca,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
PA,2019,12201125161.06,0.0,1331424844.3429768,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
PA,2020,13833806281.439999,0.0,1358808119.9921088,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
PA,2021,16943385589.9,0.0,1743625751.0703244,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
PA,2022,19972649935.84,0.0,2217585765.478789,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
PA,2023,20795796348.230003,0.0,2555545738.5930977,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
PA,2024,24394691448.02,0.0,2932433734.57,universo_dca,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
PA,2025,25079145957.84,0.0,2850935792.1900005,universo_dca,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
PB,2019,5728303049.64,154908604.65,475227022.02166617,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
PB,2020,5938457323.54,160570438.3,459858456.83132726,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
PB,2021,7303644888.72,191539807.68,545976023.8910637,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
PB,2022,7490128923.11,182206428.01999998,700889663.4779047,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
PB,2023,7913948238.21,131087977.87,861592789.1293795,amostra_razao_2024,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
PB,2024,9585542151.18,127717822.17,1004616660.15,universo_dca,"icms_liq/fecp_liq = DCA[conta por geração do ementário, Brutas − Outras Deduções]; iss_mun: universo 2024-25, estimador de razão 2019-23 (origem na coluna)","SICONFI DCA Anexo I-C estadual (data/raw/siconfi_estadual/dca_{UF}_{ano}.parquet; apidatalake.tesouro.gov.br) | SICONFI DCA Anexo I-C municipal (subamostra fixada dca_mun_*, 2.844 entes, 2019-2023; universo 2024-2025 em data/raw/siconfi_municipal/) | LC 227 art. 115"
