uf,ano,receita_adrem_estimada,share_do_icms,vol_gasolina_c_m3,vol_oleo_diesel_m3,vol_glp_m3,formula,fonte
MG,2024,16238251503.018675,0.19918541122185268,4570572.432,8423318.986,1471528.567,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
MG,2025,18231519856.104298,0.20785643982323573,5027547.661,8708309.265,1515239.058,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
MS,2024,3186599939.003456,0.18710961181908842,713706.467,1970915.357,178108.09421,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
MS,2025,3495307998.859431,0.19835322182354745,722225.322,2063392.801,179173.90216,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
MT,2024,5245747413.573274,0.22721765563552823,610264.812,4015458.657,242428.40035,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
MT,2025,5888261721.7449665,0.22620686415530605,656333.816,4248266.84,246758.59963,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
PA,2024,5466600444.268646,0.2240897555895237,1434096.115,3015379.872,434501.59964000003,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
PA,2025,6110444086.980148,0.2436464183131388,1489835.628,3215338.75,447025.12318,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
PB,2024,1801756700.9652994,0.18549454106126356,769691.74,525041.055,261304.68297999998,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
PB,2025,1981967732.9355235,0.18779129888229612,802303.916,543549.405,264040.55435,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
PE,2024,4125713205.2292037,0.15772900015523417,1478523.758,1585337.436,575677.71376,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
PE,2025,4481749750.695595,0.16217679619787875,1521832.4819999998,1625816.044,577608.91123,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
PI,2024,1777084943.7228913,0.23037688341205556,659381.221,695389.938,190766.08876,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
PI,2025,1979907659.650957,0.23356826304591358,690434.831,737709.637,191731.51452,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
PR,2024,11920085762.482454,0.23067435969321196,3162016.076,6474352.282,1030675.11771,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
PR,2025,13092983313.84514,0.24526584915482036,3358195.3789999997,6617688.6850000005,1044869.15401,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
RJ,2024,6955407026.498503,0.12225073496152031,2381364.499,2850234.64,923238.65943,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
RJ,2025,7561619116.66975,0.12120600186192691,2547092.992,2818930.617,904051.44202,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
RN,2024,1618589111.3091042,0.19132499269283995,680172.833,502828.253,212162.11232000001,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
RN,2025,1756589192.5456235,0.18591474102630612,707237.34,502600.416,211013.62498999998,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
