uf,ano,receita_adrem_estimada,share_do_icms,vol_gasolina_c_m3,vol_oleo_diesel_m3,vol_glp_m3,formula,fonte
RO,2024,1667710370.4286478,0.22214075909725078,478297.952,898270.0819999999,91266.155796,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
RO,2025,1858817705.756339,0.2287498383730931,475160.99,979870.265,91559.257245,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
RR,2024,542098502.5898522,0.2696474398882329,187213.37,250515.935,30315.664855,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
RR,2025,504172417.18755215,0.23532085946941808,183169.059,189221.361,33216.335145,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
RS,2024,10135962895.711395,0.20027227074967613,3846470.977,4066167.076,803212.02902,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
RS,2025,11088743663.65638,0.2065081439370996,4015153.1210000003,4122447.715,811693.29531,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
SC,2024,8027736336.381006,0.18789484419444868,3119585.344,3144665.404,612333.47646,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
SC,2025,8777333764.189007,0.1943562033634176,3197605.108,3250026.046,624063.86051,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
SE,2024,1120934062.1834102,0.19984992645309838,435829.754,394360.244,145847.80435,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
SE,2025,1223857203.2782793,0.20077092759832538,443692.829,414282.555,147370.62499,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
SP,2024,29737638450.30076,0.1328497754582945,9391682.399,13736349.583,3195657.8696,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
SP,2025,32435960197.716385,0.13625049669080816,9777079.203,14038757.435,3222247.1413000003,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
TO,2024,1987792717.8433704,0.3342413019260259,433472.748,1259811.451,89814.978261,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
TO,2025,2121241119.677394,0.33139684864417884,450721.156,1247256.75,91506.699276,"receita_adrem = Σ_mes [vol_mensal_gasolina_c·1000·aliq_gas(mes) + vol_mensal_diesel·1000·aliq_diesel(mes) + vol_mensal_glp·552·aliq_glp(mes)] (alíquota vigente no mês, R$ correntes do ano; detalhe em deducao_icms_adrem_uf_mes.csv); share_do_icms = receita_adrem ÷ icms_bruto (rubrica RREO, inclui FECP)","ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | Alíquotas ad rem ICMS monofásico (LC 192/2022): Conv. ICMS 199/2022, 15/2023, 172/2023, 173/2023, 126/2024, 127/2024 (textos em data/raw/normas/confaz/); tabela de vigências data/inputs/icms_adrem_vigencias.csv | GLP m³→kg: ANP, Anuário Estatístico 2023, Fatores de conversão/densidades (GLP 0,552 t/m³ a 20 °C e 1 atm; fonte EPE/BEN), https://www.gov.br/anp/pt-br/centrais-de-conteudo/publicacoes/anuario-estatistico/arquivos-anuario-estatistico-2023/outras-pecas-documentais/fatores-conversao.pdf; cache data/raw/normas/anp_metadados/anuario-2023-fatores-conversao.pdf | ICMS: r_estadual.csv"
