ANO;MÊS;GRANDE REGIÃO;UNIDADE DA FEDERAÇÃO;PRODUTO;PRODUÇÃO
2020;ABR;REGIÃO NORDESTE;CEARÁ;LGN;0
2020;MAR;REGIÃO NORDESTE;CEARÁ;LGN;0
2020;FEV;REGIÃO NORDESTE;CEARÁ;LGN;0
2020;JAN;REGIÃO NORDESTE;CEARÁ;LGN;0
2020;DEZ;REGIÃO NORTE;AMAZONAS;LGN;75712,489
2020;NOV;REGIÃO NORTE;AMAZONAS;LGN;65692,097
2020;OUT;REGIÃO NORTE;AMAZONAS;LGN;79030,683
2020;SET;REGIÃO NORTE;AMAZONAS;LGN;72049,17
2020;AGO;REGIÃO NORTE;AMAZONAS;LGN;79342,282
2020;JUL;REGIÃO NORTE;AMAZONAS;LGN;76104,413
2020;JUN;REGIÃO NORTE;AMAZONAS;LGN;72236
2020;FEV;REGIÃO NORDESTE;BAHIA;LGN;10434,744
2020;MAI;REGIÃO NORDESTE;CEARÁ;LGN;0
2020;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;7091,314
2020;JAN;REGIÃO NORTE;AMAZONAS;LGN;83511
2020;SET;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;6400,865
2020;DEZ;REGIÃO NORDESTE;SERGIPE;LGN;0
2020;NOV;REGIÃO NORDESTE;SERGIPE;LGN;0
2020;OUT;REGIÃO NORDESTE;SERGIPE;LGN;0
2020;SET;REGIÃO NORDESTE;SERGIPE;LGN;0
2020;AGO;REGIÃO NORDESTE;SERGIPE;LGN;0
2020;JUL;REGIÃO NORDESTE;SERGIPE;LGN;0
2020;JUN;REGIÃO NORDESTE;SERGIPE;LGN;0
2020;ABR;REGIÃO NORDESTE;SERGIPE;LGN;0
2020;MAR;REGIÃO NORDESTE;SERGIPE;LGN;5496
2020;FEV;REGIÃO NORDESTE;SERGIPE;LGN;5762,358
2020;JAN;REGIÃO NORDESTE;SERGIPE;LGN;5560,337
2020;DEZ;REGIÃO NORDESTE;ALAGOAS;LGN;5387,38
2020;NOV;REGIÃO NORDESTE;ALAGOAS;LGN;4845,404
2020;MAI;REGIÃO NORDESTE;SERGIPE;LGN;0
2020;SET;REGIÃO NORDESTE;ALAGOAS;LGN;5459,955
2020;OUT;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;6713,75
2020;OUT;REGIÃO NORDESTE;ALAGOAS;LGN;5522,761
2020;NOV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;6827,24
2020;DEZ;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;5918,49
2020;JAN;REGIÃO NORDESTE;ALAGOAS;LGN;4190,658
2020;MAR;REGIÃO NORDESTE;ALAGOAS;LGN;4759
2020;FEV;REGIÃO NORDESTE;ALAGOAS;LGN;4117,728
2020;MAI;REGIÃO NORDESTE;ALAGOAS;LGN;4896,275
2020;JUN;REGIÃO NORDESTE;ALAGOAS;LGN;6201,838
2020;JUL;REGIÃO NORDESTE;ALAGOAS;LGN;6193,998
2020;AGO;REGIÃO NORDESTE;ALAGOAS;LGN;5848,264
2020;ABR;REGIÃO NORDESTE;ALAGOAS;LGN;4441,433
2021;MAI;REGIÃO NORDESTE;ALAGOAS;LGN;4058,163
2021;AGO;REGIÃO NORDESTE;ALAGOAS;LGN;3309,479
2021;JUL;REGIÃO NORDESTE;ALAGOAS;LGN;3773,77
2021;JUN;REGIÃO NORDESTE;ALAGOAS;LGN;3280,173
2021;ABR;REGIÃO NORDESTE;ALAGOAS;LGN;4323,849
2021;OUT;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;3968,696
2021;FEV;REGIÃO NORDESTE;ALAGOAS;LGN;4230,267
2021;JAN;REGIÃO NORDESTE;ALAGOAS;LGN;4850,226
2021;DEZ;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;8230,732
2021;NOV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;7825,581
2021;SET;REGIÃO NORDESTE;ALAGOAS;LGN;3844,635
2021;MAR;REGIÃO NORDESTE;ALAGOAS;LGN;4828,883
2021;OUT;REGIÃO NORDESTE;ALAGOAS;LGN;3915,699
2021;NOV;REGIÃO NORDESTE;SERGIPE;LGN;0
2021;DEZ;REGIÃO NORDESTE;ALAGOAS;LGN;4063,483
2021;JAN;REGIÃO NORDESTE;SERGIPE;LGN;0
2021;FEV;REGIÃO NORDESTE;SERGIPE;LGN;0
2021;MAR;REGIÃO NORDESTE;SERGIPE;LGN;0
2021;ABR;REGIÃO NORDESTE;SERGIPE;LGN;0
2021;MAI;REGIÃO NORDESTE;SERGIPE;LGN;0
2021;JUN;REGIÃO NORDESTE;SERGIPE;LGN;0
2021;JUL;REGIÃO NORDESTE;SERGIPE;LGN;0
2021;AGO;REGIÃO NORDESTE;SERGIPE;LGN;0
2021;SET;REGIÃO NORDESTE;SERGIPE;LGN;0
2021;OUT;REGIÃO NORDESTE;SERGIPE;LGN;0
2021;SET;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;6705,815
2021;DEZ;REGIÃO NORDESTE;SERGIPE;LGN;0
2021;NOV;REGIÃO NORDESTE;ALAGOAS;LGN;2586,208
2021;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;7534,902
2021;JUN;REGIÃO NORDESTE;CEARÁ;LGN;0
2021;JUN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;7051,74
2021;JAN;REGIÃO NORTE;AMAZONAS;LGN;77888,299
2021;FEV;REGIÃO NORTE;AMAZONAS;LGN;67568,201
2021;ABR;REGIÃO NORTE;AMAZONAS;LGN;69444,519
2021;MAI;REGIÃO NORTE;AMAZONAS;LGN;70598,322
2021;JUN;REGIÃO NORTE;AMAZONAS;LGN;66061,417
2021;JUL;REGIÃO NORTE;AMAZONAS;LGN;72483,368
2021;AGO;REGIÃO NORTE;AMAZONAS;LGN;73394,367
2021;SET;REGIÃO NORTE;AMAZONAS;LGN;67597,657
2021;OUT;REGIÃO NORTE;AMAZONAS;LGN;75450,894
2021;NOV;REGIÃO NORTE;AMAZONAS;LGN;73570,504
2021;DEZ;REGIÃO NORTE;AMAZONAS;LGN;72844,275
2021;JAN;REGIÃO NORDESTE;CEARÁ;LGN;0
2021;FEV;REGIÃO NORDESTE;CEARÁ;LGN;0
2021;JUL;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;7671,589
2021;MAR;REGIÃO NORDESTE;CEARÁ;LGN;0
2021;MAI;REGIÃO NORDESTE;CEARÁ;LGN;0
2021;JAN;REGIÃO NORDESTE;BAHIA;LGN;10065,821
2021;JUL;REGIÃO NORDESTE;CEARÁ;LGN;0
2021;AGO;REGIÃO NORDESTE;CEARÁ;LGN;0
2021;SET;REGIÃO NORDESTE;CEARÁ;LGN;0
2021;OUT;REGIÃO NORDESTE;CEARÁ;LGN;0
2021;NOV;REGIÃO NORDESTE;CEARÁ;LGN;0
2021;DEZ;REGIÃO NORDESTE;CEARÁ;LGN;0
2021;JAN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;6886,913
2021;FEV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;6294,692
2021;MAR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;7036,96
2021;ABR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;7139,152
2021;MAI;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;7447,11
2021;ABR;REGIÃO NORDESTE;CEARÁ;LGN;0
2021;MAR;REGIÃO NORTE;AMAZONAS;LGN;72504,297
2021;FEV;REGIÃO NORDESTE;BAHIA;LGN;9102,256
2021;ABR;REGIÃO NORDESTE;BAHIA;LGN;7832,336
2021;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;64858
2021;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;69970
2021;JAN;REGIÃO SUDESTE;SÃO PAULO;LGN;250363,865
2021;FEV;REGIÃO SUDESTE;SÃO PAULO;LGN;238258,627
2021;MAR;REGIÃO SUDESTE;SÃO PAULO;LGN;276364,915
2021;ABR;REGIÃO SUDESTE;SÃO PAULO;LGN;249363,188
2021;MAI;REGIÃO SUDESTE;SÃO PAULO;LGN;223475,086
2021;JUN;REGIÃO SUDESTE;SÃO PAULO;LGN;241421,571
2021;JUL;REGIÃO SUDESTE;SÃO PAULO;LGN;204995,699
2021;AGO;REGIÃO SUDESTE;SÃO PAULO;LGN;180624,693
2021;SET;REGIÃO SUDESTE;SÃO PAULO;LGN;214333,514
2021;NOV;REGIÃO SUDESTE;SÃO PAULO;LGN;269398,409
2021;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;44310
2021;DEZ;REGIÃO SUDESTE;SÃO PAULO;LGN;255751,412
2021;FEV;REGIÃO SUL;PARANÁ;LGN;0
2021;MAR;REGIÃO SUL;PARANÁ;LGN;0
2021;ABR;REGIÃO SUL;PARANÁ;LGN;0
2021;MAI;REGIÃO SUL;PARANÁ;LGN;0
2021;JUN;REGIÃO SUL;PARANÁ;LGN;0
2021;JUL;REGIÃO SUL;PARANÁ;LGN;0
2021;AGO;REGIÃO SUL;PARANÁ;LGN;0
2021;SET;REGIÃO SUL;PARANÁ;LGN;0
2021;OUT;REGIÃO SUL;PARANÁ;LGN;0
2021;NOV;REGIÃO SUL;PARANÁ;LGN;0
2021;DEZ;REGIÃO SUL;PARANÁ;LGN;0
2021;MAR;REGIÃO NORDESTE;BAHIA;LGN;9588,231
2021;JAN;REGIÃO SUL;PARANÁ;LGN;0
2021;SET;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;54053
2021;OUT;REGIÃO SUDESTE;SÃO PAULO;LGN;265849,81
2021;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;36574
2021;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;33643,5
2021;JUN;REGIÃO NORDESTE;BAHIA;LGN;8265,682
2021;JUL;REGIÃO NORDESTE;BAHIA;LGN;8832,674
2021;AGO;REGIÃO NORDESTE;BAHIA;LGN;7892,09
2021;SET;REGIÃO NORDESTE;BAHIA;LGN;6979,531
2021;OUT;REGIÃO NORDESTE;BAHIA;LGN;8504,176
2021;NOV;REGIÃO NORDESTE;BAHIA;LGN;8108,804
2021;DEZ;REGIÃO NORDESTE;BAHIA;LGN;8213,763
2021;FEV;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;81972,038
2021;MAR;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;66639,383
2021;ABR;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;75373,582
2021;MAI;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;83494,251
2021;JUN;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;55142,38
2021;JAN;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;91196,158
2021;MAI;REGIÃO NORDESTE;BAHIA;LGN;9463,262
2021;JUL;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;62965,437
2021;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;36597
2021;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;35810
2021;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;30047
2021;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;28229
2021;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;32886,57
2021;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;28329,6
2021;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;62072,701
2021;OUT;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;58275,769
2021;SET;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;54403,421
2021;AGO;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;60692,666
2021;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;58076,05
2022;JUL;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;26709,624
2022;AGO;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;33028,742
2022;SET;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;54466,938
2022;OUT;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;46435,863
2022;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;44474,531
2022;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;53071
2022;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;44609,22
2022;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;66097,153
2022;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;59388,35
2022;JUN;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;40450,582
2022;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;43854,277
2022;MAI;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;48739,438
2022;MAR;REGIÃO NORDESTE;BAHIA;LGN;9133,598
2022;MAR;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;45012,685
2022;FEV;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;43966,819
2022;JAN;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;62094,68
2022;DEZ;REGIÃO NORDESTE;BAHIA;LGN;11006,382
2022;NOV;REGIÃO NORDESTE;BAHIA;LGN;10992,194
2022;OUT;REGIÃO NORDESTE;BAHIA;LGN;11171,441
2022;SET;REGIÃO NORDESTE;BAHIA;LGN;10646,204
2022;AGO;REGIÃO NORDESTE;BAHIA;LGN;11262,515
2022;JUL;REGIÃO NORDESTE;BAHIA;LGN;10780,67
2022;JUN;REGIÃO NORDESTE;BAHIA;LGN;10567,847
2022;MAI;REGIÃO NORDESTE;BAHIA;LGN;9944,026
2022;ABR;REGIÃO NORDESTE;BAHIA;LGN;9470,347
2022;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;37779,207
2022;ABR;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;52234,044
2022;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;53389,225
2022;OUT;REGIÃO SUL;PARANÁ;LGN;0
2022;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;77495,095
2022;NOV;REGIÃO SUL;PARANÁ;LGN;0
2022;FEV;REGIÃO NORDESTE;BAHIA;LGN;7921,367
2022;SET;REGIÃO SUL;PARANÁ;LGN;0
2022;AGO;REGIÃO SUL;PARANÁ;LGN;0
2022;JUL;REGIÃO SUL;PARANÁ;LGN;0
2022;JUN;REGIÃO SUL;PARANÁ;LGN;0
2022;MAI;REGIÃO SUL;PARANÁ;LGN;0
2022;ABR;REGIÃO SUL;PARANÁ;LGN;0
2022;MAR;REGIÃO SUL;PARANÁ;LGN;0
2022;FEV;REGIÃO SUL;PARANÁ;LGN;0
2022;JAN;REGIÃO SUL;PARANÁ;LGN;0
2022;DEZ;REGIÃO SUDESTE;SÃO PAULO;LGN;263648,2734
2022;NOV;REGIÃO SUDESTE;SÃO PAULO;LGN;203807,939
2022;OUT;REGIÃO SUDESTE;SÃO PAULO;LGN;235769,723
2022;SET;REGIÃO SUDESTE;SÃO PAULO;LGN;248959,7176
2022;AGO;REGIÃO SUDESTE;SÃO PAULO;LGN;238297,752
2022;JUL;REGIÃO SUDESTE;SÃO PAULO;LGN;287379,294
2022;JUN;REGIÃO SUDESTE;SÃO PAULO;LGN;244567,259
2022;MAI;REGIÃO SUDESTE;SÃO PAULO;LGN;249993,933
2022;ABR;REGIÃO SUDESTE;SÃO PAULO;LGN;253955,671
2022;MAR;REGIÃO SUDESTE;SÃO PAULO;LGN;307413,545
2022;FEV;REGIÃO SUDESTE;SÃO PAULO;LGN;236426,537
2022;JAN;REGIÃO SUDESTE;SÃO PAULO;LGN;273921,79
2022;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;62286,62
2022;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;66684,653
2022;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;89146,012
2022;SET;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;82484,619
2022;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;66518,90962
2022;JAN;REGIÃO NORDESTE;BAHIA;LGN;8874,147
2022;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;3118,103
2022;NOV;REGIÃO NORDESTE;SERGIPE;LGN;0
2022;FEV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;3339,626
2022;JAN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;3858,381
2022;DEZ;REGIÃO NORDESTE;CEARÁ;LGN;0
2022;NOV;REGIÃO NORDESTE;CEARÁ;LGN;0
2022;OUT;REGIÃO NORDESTE;CEARÁ;LGN;0
2022;SET;REGIÃO NORDESTE;CEARÁ;LGN;0
2022;AGO;REGIÃO NORDESTE;CEARÁ;LGN;0
2022;JUL;REGIÃO NORDESTE;CEARÁ;LGN;0
2022;JUN;REGIÃO NORDESTE;CEARÁ;LGN;0
2022;MAI;REGIÃO NORDESTE;CEARÁ;LGN;0
2022;ABR;REGIÃO NORDESTE;CEARÁ;LGN;0
2022;MAR;REGIÃO NORDESTE;CEARÁ;LGN;0
2022;MAR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;3509,447
2022;FEV;REGIÃO NORDESTE;CEARÁ;LGN;0
2022;DEZ;REGIÃO NORTE;AMAZONAS;LGN;73746,287
2022;NOV;REGIÃO NORTE;AMAZONAS;LGN;68070,014
2022;OUT;REGIÃO NORTE;AMAZONAS;LGN;56506,541
2022;SET;REGIÃO NORTE;AMAZONAS;LGN;67981,669
2022;AGO;REGIÃO NORTE;AMAZONAS;LGN;71094,404
2022;JUL;REGIÃO NORTE;AMAZONAS;LGN;69413,354
2022;JUN;REGIÃO NORTE;AMAZONAS;LGN;59381,009
2022;MAI;REGIÃO NORTE;AMAZONAS;LGN;52673,469
2022;ABR;REGIÃO NORTE;AMAZONAS;LGN;74625,407
2022;MAR;REGIÃO NORTE;AMAZONAS;LGN;77269,814
2022;FEV;REGIÃO NORTE;AMAZONAS;LGN;63777,193
2022;JAN;REGIÃO NORTE;AMAZONAS;LGN;76205,451
2022;JAN;REGIÃO NORDESTE;CEARÁ;LGN;0
2022;ABR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;3344,39
2022;MAI;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;3752,963
2022;JUN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;3330,843
2022;OUT;REGIÃO NORDESTE;SERGIPE;LGN;0
2022;SET;REGIÃO NORDESTE;SERGIPE;LGN;0
2022;AGO;REGIÃO NORDESTE;SERGIPE;LGN;0
2022;JUL;REGIÃO NORDESTE;SERGIPE;LGN;0
2022;JUN;REGIÃO NORDESTE;SERGIPE;LGN;0
2022;MAI;REGIÃO NORDESTE;SERGIPE;LGN;0
2022;ABR;REGIÃO NORDESTE;SERGIPE;LGN;0
2022;MAR;REGIÃO NORDESTE;SERGIPE;LGN;0
2022;FEV;REGIÃO NORDESTE;SERGIPE;LGN;0
2022;JAN;REGIÃO NORDESTE;SERGIPE;LGN;0
2022;DEZ;REGIÃO NORDESTE;ALAGOAS;LGN;0
2022;NOV;REGIÃO NORDESTE;ALAGOAS;LGN;0
2022;OUT;REGIÃO NORDESTE;ALAGOAS;LGN;0
2022;SET;REGIÃO NORDESTE;ALAGOAS;LGN;0
2022;AGO;REGIÃO NORDESTE;ALAGOAS;LGN;0
2022;JUL;REGIÃO NORDESTE;ALAGOAS;LGN;0
2022;JUN;REGIÃO NORDESTE;ALAGOAS;LGN;0
2022;MAI;REGIÃO NORDESTE;ALAGOAS;LGN;0
2022;ABR;REGIÃO NORDESTE;ALAGOAS;LGN;0
2022;MAR;REGIÃO NORDESTE;ALAGOAS;LGN;0
2022;FEV;REGIÃO NORDESTE;ALAGOAS;LGN;514,444
2022;JAN;REGIÃO NORDESTE;ALAGOAS;LGN;3982,976
2022;DEZ;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;3001,906
2022;NOV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;2872,196
2022;OUT;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;3003,775
2022;SET;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;3025,666
2022;JUL;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;3278,784
2022;DEZ;REGIÃO NORDESTE;SERGIPE;LGN;0
2022;DEZ;REGIÃO SUL;PARANÁ;LGN;0
2023;MAR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;2876,008
2023;JUN;REGIÃO SUDESTE;SÃO PAULO;LGN;182087,601
2023;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;64038,768
2023;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;57257,363
2023;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;43636,043
2023;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;38550
2023;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;57220
2023;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;37268,019
2023;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;47187,851
2023;OUT;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;50691,162
2023;SET;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;52979,746
2023;JUL;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;46926,559
2023;JUN;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;41467,103
2023;MAI;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;44665,237
2023;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;62423,13
2023;ABR;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;44319,255
2023;FEV;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;41186,43
2023;JAN;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;38245,955
2023;DEZ;REGIÃO NORDESTE;BAHIA;LGN;2596,345
2023;NOV;REGIÃO NORDESTE;BAHIA;LGN;2415,286
2023;OUT;REGIÃO NORDESTE;BAHIA;LGN;2652,417
2023;SET;REGIÃO NORDESTE;BAHIA;LGN;2382,44
2023;AGO;REGIÃO NORDESTE;BAHIA;LGN;2599,094
2023;JUL;REGIÃO NORDESTE;BAHIA;LGN;2443,693
2023;JUN;REGIÃO NORDESTE;BAHIA;LGN;2218,886
2023;MAI;REGIÃO NORDESTE;BAHIA;LGN;2180,756
2023;ABR;REGIÃO NORDESTE;BAHIA;LGN;2363,555
2023;MAR;REGIÃO NORDESTE;BAHIA;LGN;102,89
2023;MAR;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;44264,578
2023;FEV;REGIÃO NORDESTE;BAHIA;LGN;7715,52
2023;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;80770,885
2023;SET;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;79900,19
2023;DEZ;REGIÃO SUL;PARANÁ;LGN;0
2023;NOV;REGIÃO SUL;PARANÁ;LGN;0
2023;OUT;REGIÃO SUL;PARANÁ;LGN;0
2023;SET;REGIÃO SUL;PARANÁ;LGN;0
2023;AGO;REGIÃO SUL;PARANÁ;LGN;0
2023;JUL;REGIÃO SUL;PARANÁ;LGN;0
2023;JUN;REGIÃO SUL;PARANÁ;LGN;0
2023;MAI;REGIÃO SUL;PARANÁ;LGN;0
2023;ABR;REGIÃO SUL;PARANÁ;LGN;0
2023;MAR;REGIÃO SUL;PARANÁ;LGN;0
2023;FEV;REGIÃO SUL;PARANÁ;LGN;0
2023;JAN;REGIÃO SUL;PARANÁ;LGN;0
2023;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;92308,868
2023;DEZ;REGIÃO SUDESTE;SÃO PAULO;LGN;191407,102
2023;OUT;REGIÃO SUDESTE;SÃO PAULO;LGN;185719,194
2023;SET;REGIÃO SUDESTE;SÃO PAULO;LGN;200253,939
2023;AGO;REGIÃO SUDESTE;SÃO PAULO;LGN;169290,03
2023;JUL;REGIÃO SUDESTE;SÃO PAULO;LGN;187576,871
2023;MAI;REGIÃO SUDESTE;SÃO PAULO;LGN;220141,065
2023;ABR;REGIÃO SUDESTE;SÃO PAULO;LGN;192762,718
2023;MAR;REGIÃO SUDESTE;SÃO PAULO;LGN;215602,797
2023;FEV;REGIÃO SUDESTE;SÃO PAULO;LGN;198855,058
2023;JAN;REGIÃO SUDESTE;SÃO PAULO;LGN;219197,497
2023;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;96719,23
2023;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;67979,334
2023;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;LGN;34325,485
2023;NOV;REGIÃO SUDESTE;SÃO PAULO;LGN;197884,2
2023;JAN;REGIÃO NORDESTE;BAHIA;LGN;9358,157
2023;AGO;REGIÃO SUDESTE;ESPÍRITO SANTO;LGN;49650,718
2023;NOV;REGIÃO NORDESTE;SERGIPE;LGN;0
2023;ABR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;2337,554
2023;FEV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;2464,555
2023;JAN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;2657,225
2023;DEZ;REGIÃO NORDESTE;CEARÁ;LGN;0
2023;NOV;REGIÃO NORDESTE;CEARÁ;LGN;0
2023;OUT;REGIÃO NORDESTE;CEARÁ;LGN;0
2023;SET;REGIÃO NORDESTE;CEARÁ;LGN;0
2023;AGO;REGIÃO NORDESTE;CEARÁ;LGN;0
2023;JUL;REGIÃO NORDESTE;CEARÁ;LGN;0
2023;JUN;REGIÃO NORDESTE;CEARÁ;LGN;0
2023;MAI;REGIÃO NORDESTE;CEARÁ;LGN;0
2023;ABR;REGIÃO NORDESTE;CEARÁ;LGN;0
2023;MAR;REGIÃO NORDESTE;CEARÁ;LGN;0
2023;FEV;REGIÃO NORDESTE;CEARÁ;LGN;0
2023;JAN;REGIÃO NORDESTE;CEARÁ;LGN;0
2023;DEZ;REGIÃO NORTE;AMAZONAS;LGN;69220,012
2023;DEZ;REGIÃO NORDESTE;SERGIPE;LGN;0
2023;OUT;REGIÃO NORTE;AMAZONAS;LGN;56939,858
2023;SET;REGIÃO NORTE;AMAZONAS;LGN;61588,521
2023;AGO;REGIÃO NORTE;AMAZONAS;LGN;64462,477
2023;JUL;REGIÃO NORTE;AMAZONAS;LGN;69174,563
2023;JUN;REGIÃO NORTE;AMAZONAS;LGN;68272,571
2023;MAI;REGIÃO NORTE;AMAZONAS;LGN;71869,135
2023;ABR;REGIÃO NORTE;AMAZONAS;LGN;69087,676
2023;MAR;REGIÃO NORTE;AMAZONAS;LGN;74382,061
2023;FEV;REGIÃO NORTE;AMAZONAS;LGN;67655,513
2023;JAN;REGIÃO NORTE;AMAZONAS;LGN;68900,61
2023;MAI;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;3387,273
2023;JUN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;3018,784
2023;NOV;REGIÃO NORTE;AMAZONAS;LGN;67985,992
2023;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;2567,781
2023;JUL;REGIÃO NORDESTE;RIO GRANDE DO NORTE;LGN;2405,318
2023;OUT;REGIÃO NORDESTE;SERGIPE;LGN;0
2023;SET;REGIÃO NORDESTE;SERGIPE;LGN;0
2023;AGO;REGIÃO NORDESTE;SERGIPE;LGN;0
2023;JUL;REGIÃO NORDESTE;SERGIPE;LGN;0
