cod_ibge,uf,ano
3204302,ES,2023
3204351,ES,2019
3204351,ES,2020
3204351,ES,2021
3204351,ES,2022
3204351,ES,2023
3204401,ES,2019
3204401,ES,2020
3204401,ES,2021
3204401,ES,2022
3204401,ES,2023
3204500,ES,2019
3204500,ES,2020
3204500,ES,2021
3204500,ES,2022
3204500,ES,2023
3204559,ES,2019
3204559,ES,2020
3204559,ES,2021
3204559,ES,2022
3204559,ES,2023
3204609,ES,2019
3204609,ES,2020
3204609,ES,2021
3204609,ES,2022
3204609,ES,2023
3204658,ES,2019
3204658,ES,2020
3204658,ES,2021
3204658,ES,2022
3204658,ES,2023
3204708,ES,2019
3204708,ES,2020
3204708,ES,2021
3204708,ES,2022
3204708,ES,2023
3204807,ES,2019
3204807,ES,2020
3204807,ES,2021
3204807,ES,2022
3204807,ES,2023
3204906,ES,2019
3204906,ES,2020
3204906,ES,2021
3204906,ES,2022
3204906,ES,2023
3204955,ES,2019
3204955,ES,2020
3204955,ES,2021
3204955,ES,2022
3204955,ES,2023
3205002,ES,2019
3205002,ES,2020
3205002,ES,2021
3205002,ES,2022
3205002,ES,2023
3205010,ES,2019
3205010,ES,2020
3205010,ES,2021
3205010,ES,2022
3205010,ES,2023
3205036,ES,2019
3205036,ES,2020
3205036,ES,2021
3205036,ES,2022
3205036,ES,2023
3205069,ES,2019
3205069,ES,2020
3205069,ES,2021
3205069,ES,2022
3205069,ES,2023
3205101,ES,2019
3205101,ES,2020
3205101,ES,2021
3205101,ES,2022
3205101,ES,2023
3205150,ES,2019
3205150,ES,2020
3205150,ES,2021
3205150,ES,2022
3205150,ES,2023
3205176,ES,2019
3205176,ES,2020
3205176,ES,2021
3205176,ES,2022
3205176,ES,2023
3205200,ES,2019
3205200,ES,2020
3205200,ES,2021
3205200,ES,2022
3205200,ES,2023
3205309,ES,2019
3205309,ES,2020
3205309,ES,2021
3205309,ES,2022
3205309,ES,2023
3300100,RJ,2019
3300100,RJ,2020
3300100,RJ,2021
3300100,RJ,2022
3300100,RJ,2023
3300159,RJ,2019
3300159,RJ,2020
3300159,RJ,2021
3300159,RJ,2022
3300159,RJ,2023
3300209,RJ,2019
3300209,RJ,2020
3300209,RJ,2021
3300209,RJ,2022
3300209,RJ,2023
3300225,RJ,2019
3300225,RJ,2020
3300225,RJ,2021
3300225,RJ,2022
3300225,RJ,2023
3300233,RJ,2019
3300233,RJ,2020
3300233,RJ,2021
3300233,RJ,2022
3300233,RJ,2023
3300258,RJ,2019
3300258,RJ,2020
3300258,RJ,2021
3300258,RJ,2022
3300258,RJ,2023
3300308,RJ,2019
3300308,RJ,2020
3300308,RJ,2021
3300308,RJ,2022
3300308,RJ,2023
3300407,RJ,2019
3300407,RJ,2020
3300407,RJ,2021
3300407,RJ,2022
3300407,RJ,2023
3300456,RJ,2019
3300456,RJ,2020
3300456,RJ,2021
3300456,RJ,2022
3300456,RJ,2023
3300506,RJ,2019
3300506,RJ,2020
3300506,RJ,2021
3300506,RJ,2022
3300506,RJ,2023
3300605,RJ,2019
3300605,RJ,2020
3300605,RJ,2021
3300605,RJ,2022
3300605,RJ,2023
3300704,RJ,2019
3300704,RJ,2020
3300704,RJ,2021
3300704,RJ,2022
3300704,RJ,2023
3300803,RJ,2019
3300803,RJ,2020
3300803,RJ,2021
3300803,RJ,2022
3300803,RJ,2023
3300902,RJ,2019
3300902,RJ,2020
3300902,RJ,2021
3300902,RJ,2022
3300902,RJ,2023
3300936,RJ,2019
3300936,RJ,2020
3300936,RJ,2021
3300936,RJ,2022
3300951,RJ,2019
3300951,RJ,2020
3300951,RJ,2021
3300951,RJ,2022
3300951,RJ,2023
3301009,RJ,2019
3301009,RJ,2020
3301009,RJ,2021
3301009,RJ,2022
3301009,RJ,2023
3301108,RJ,2019
3301108,RJ,2020
3301108,RJ,2021
3301108,RJ,2022
3301108,RJ,2023
3301157,RJ,2019
3301157,RJ,2020
3301157,RJ,2021
3301157,RJ,2022
3301157,RJ,2023
3301207,RJ,2019
3301207,RJ,2020
3301207,RJ,2021
3301207,RJ,2022
3301207,RJ,2023
3301306,RJ,2019
3301306,RJ,2020
3301306,RJ,2021
3301306,RJ,2022
3301306,RJ,2023
3301405,RJ,2019
3301405,RJ,2020
3301405,RJ,2021
3301405,RJ,2022
3301405,RJ,2023
3301504,RJ,2019
3301504,RJ,2020
3301504,RJ,2021
3301504,RJ,2022
3301504,RJ,2023
3301603,RJ,2019
3301603,RJ,2020
3301603,RJ,2021
3301603,RJ,2022
3301603,RJ,2023
3301702,RJ,2019
3301702,RJ,2020
3301702,RJ,2021
3301702,RJ,2022
3301702,RJ,2023
3301801,RJ,2019
3301801,RJ,2020
3301801,RJ,2021
3301801,RJ,2022
3301801,RJ,2023
3301850,RJ,2019
3301850,RJ,2020
3301850,RJ,2021
3301850,RJ,2022
3301850,RJ,2023
3301876,RJ,2019
3301876,RJ,2020
3301876,RJ,2021
3301876,RJ,2022
3301876,RJ,2023
3301900,RJ,2019
3301900,RJ,2020
3301900,RJ,2021
3301900,RJ,2022
3301900,RJ,2023
3302007,RJ,2019
3302007,RJ,2020
3302007,RJ,2021
3302007,RJ,2022
3302007,RJ,2023
3302056,RJ,2019
3302056,RJ,2020
3302056,RJ,2021
3302056,RJ,2022
3302056,RJ,2023
3302106,RJ,2019
3302106,RJ,2020
3302106,RJ,2021
3302106,RJ,2022
3302106,RJ,2023
3302205,RJ,2019
3302205,RJ,2020
3302205,RJ,2021
3302205,RJ,2022
3302205,RJ,2023
3302254,RJ,2019
3302254,RJ,2020
3302254,RJ,2021
3302254,RJ,2022
3302254,RJ,2023
3302270,RJ,2019
3302270,RJ,2020
3302270,RJ,2021
3302270,RJ,2022
3302270,RJ,2023
3302304,RJ,2019
3302304,RJ,2020
3302304,RJ,2021
3302304,RJ,2022
3302304,RJ,2023
3302403,RJ,2019
3302403,RJ,2020
3302403,RJ,2021
3302403,RJ,2022
3302403,RJ,2023
3302452,RJ,2019
3302452,RJ,2020
3302452,RJ,2021
3302452,RJ,2022
3302452,RJ,2023
3302502,RJ,2019
3302502,RJ,2020
3302502,RJ,2021
3302502,RJ,2022
3302502,RJ,2023
3302601,RJ,2019
3302601,RJ,2020
3302601,RJ,2021
3302601,RJ,2022
3302601,RJ,2023
3302700,RJ,2019
3302700,RJ,2020
3302700,RJ,2021
3302700,RJ,2022
3302700,RJ,2023
3302809,RJ,2019
3302809,RJ,2020
3302809,RJ,2021
3302809,RJ,2022
3302809,RJ,2023
3302858,RJ,2019
3302858,RJ,2020
3302858,RJ,2021
3302858,RJ,2022
3302858,RJ,2023
3302908,RJ,2019
3302908,RJ,2020
3302908,RJ,2021
3302908,RJ,2022
3302908,RJ,2023
3303005,RJ,2019
3303005,RJ,2020
3303005,RJ,2021
3303005,RJ,2022
3303005,RJ,2023
3303104,RJ,2019
3303104,RJ,2020
3303104,RJ,2021
3303104,RJ,2022
3303104,RJ,2023
3303203,RJ,2019
3303203,RJ,2020
3303203,RJ,2021
3303203,RJ,2022
3303203,RJ,2023
3303302,RJ,2019
3303302,RJ,2020
3303302,RJ,2021
3303302,RJ,2022
3303302,RJ,2023
3303401,RJ,2019
3303401,RJ,2020
3303401,RJ,2021
3303401,RJ,2022
3303401,RJ,2023
3303500,RJ,2019
3303500,RJ,2020
3303500,RJ,2021
3303500,RJ,2022
3303500,RJ,2023
3303609,RJ,2019
3303609,RJ,2020
3303609,RJ,2021
3303609,RJ,2022
3303609,RJ,2023
3303708,RJ,2019
3303708,RJ,2020
3303708,RJ,2021
3303708,RJ,2022
3303708,RJ,2023
3303807,RJ,2019
3303807,RJ,2020
3303807,RJ,2021
3303807,RJ,2022
3303807,RJ,2023
3303856,RJ,2019
3303856,RJ,2020
3303856,RJ,2021
3303856,RJ,2022
3303856,RJ,2023
3303906,RJ,2019
3303906,RJ,2020
3303906,RJ,2021
3303906,RJ,2022
3303906,RJ,2023
3303955,RJ,2019
3303955,RJ,2020
3303955,RJ,2021
3303955,RJ,2022
3303955,RJ,2023
3304003,RJ,2019
3304003,RJ,2020
3304003,RJ,2021
3304003,RJ,2022
3304003,RJ,2023
3304102,RJ,2019
3304102,RJ,2020
3304102,RJ,2021
3304102,RJ,2022
3304102,RJ,2023
3304110,RJ,2019
3304110,RJ,2020
3304110,RJ,2021
3304110,RJ,2022
3304110,RJ,2023
3304128,RJ,2019
3304128,RJ,2020
3304128,RJ,2021
3304128,RJ,2022
3304128,RJ,2023
3304144,RJ,2019
3304144,RJ,2020
3304144,RJ,2021
3304144,RJ,2022
3304144,RJ,2023
3304151,RJ,2019
3304151,RJ,2020
3304151,RJ,2021
3304151,RJ,2022
3304151,RJ,2023
3304201,RJ,2019
3304201,RJ,2020
3304201,RJ,2021
3304201,RJ,2022
3304201,RJ,2023
3304300,RJ,2019
3304300,RJ,2020
3304300,RJ,2021
3304300,RJ,2022
3304300,RJ,2023
3304409,RJ,2019
3304409,RJ,2020
3304409,RJ,2021
3304409,RJ,2022
3304409,RJ,2023
3304508,RJ,2019
3304508,RJ,2020
3304508,RJ,2021
3304508,RJ,2022
3304508,RJ,2023
3304524,RJ,2019
3304524,RJ,2020
3304524,RJ,2021
3304524,RJ,2022
3304524,RJ,2023
3304557,RJ,2019
3304557,RJ,2020
3304557,RJ,2021
3304557,RJ,2022
3304557,RJ,2023
3304607,RJ,2019
3304607,RJ,2020
3304607,RJ,2021
3304607,RJ,2022
3304607,RJ,2023
3304706,RJ,2019
3304706,RJ,2020
3304706,RJ,2021
3304706,RJ,2022
3304706,RJ,2023
3304755,RJ,2019
3304755,RJ,2020
3304755,RJ,2021
3304755,RJ,2022
3304755,RJ,2023
3304805,RJ,2019
3304805,RJ,2020
3304805,RJ,2021
3304805,RJ,2022
3304805,RJ,2023
3304904,RJ,2019
3304904,RJ,2020
3304904,RJ,2021
3304904,RJ,2022
3304904,RJ,2023
3305000,RJ,2019
3305000,RJ,2020
3305000,RJ,2021
3305000,RJ,2022
3305000,RJ,2023
3305109,RJ,2019
3305109,RJ,2020
3305109,RJ,2021
3305109,RJ,2022
3305109,RJ,2023
3305133,RJ,2019
3305133,RJ,2020
3305133,RJ,2021
3305133,RJ,2022
3305133,RJ,2023
3305158,RJ,2019
3305158,RJ,2020
3305158,RJ,2021
3305158,RJ,2022
3305158,RJ,2023
3305208,RJ,2019
3305208,RJ,2020
3305208,RJ,2021
3305208,RJ,2022
3305208,RJ,2023
3305307,RJ,2019
3305307,RJ,2020
3305307,RJ,2021
3305307,RJ,2022
3305307,RJ,2023
3305406,RJ,2019
3305406,RJ,2020
3305406,RJ,2021
3305406,RJ,2022
3305406,RJ,2023
3305505,RJ,2019
3305505,RJ,2020
3305505,RJ,2021
3305505,RJ,2022
3305505,RJ,2023
3305554,RJ,2019
3305554,RJ,2020
3305554,RJ,2021
3305554,RJ,2022
3305554,RJ,2023
3305604,RJ,2019
3305604,RJ,2020
3305604,RJ,2021
3305604,RJ,2022
3305604,RJ,2023
3305703,RJ,2019
3305703,RJ,2020
3305703,RJ,2021
3305703,RJ,2022
3305703,RJ,2023
3305752,RJ,2019
3305752,RJ,2020
3305752,RJ,2021
3305752,RJ,2022
3305752,RJ,2023
3305802,RJ,2019
3305802,RJ,2020
3305802,RJ,2021
3305802,RJ,2022
3305802,RJ,2023
3305901,RJ,2019
3305901,RJ,2020
3305901,RJ,2021
3305901,RJ,2022
3305901,RJ,2023
3306008,RJ,2019
3306008,RJ,2020
3306008,RJ,2021
3306008,RJ,2022
3306008,RJ,2023
3306107,RJ,2019
3306107,RJ,2020
3306107,RJ,2021
3306107,RJ,2022
3306107,RJ,2023
3306156,RJ,2019
3306156,RJ,2020
3306156,RJ,2021
3306156,RJ,2022
3306156,RJ,2023
3306206,RJ,2019
3306206,RJ,2020
3306206,RJ,2021
3306206,RJ,2022
3306206,RJ,2023
3306305,RJ,2019
3306305,RJ,2020
3306305,RJ,2021
3306305,RJ,2022
3306305,RJ,2023
3500105,SP,2019
3500105,SP,2020
3500105,SP,2021
3500105,SP,2022
3500105,SP,2023
3500204,SP,2019
3500204,SP,2020
3500204,SP,2021
3500204,SP,2022
3500204,SP,2023
3500303,SP,2019
3500303,SP,2020
3500303,SP,2021
3500303,SP,2022
3500303,SP,2023
3500402,SP,2019
3500402,SP,2020
3500402,SP,2021
3500402,SP,2022
3500402,SP,2023
3500501,SP,2019
3500501,SP,2020
3500501,SP,2021
3500501,SP,2022
3500501,SP,2023
3500550,SP,2019
3500550,SP,2020
3500550,SP,2021
3500550,SP,2022
3500550,SP,2023
3500600,SP,2019
3500600,SP,2020
3500600,SP,2021
3500600,SP,2022
3500600,SP,2023
3500709,SP,2019
3500709,SP,2020
3500709,SP,2021
3500709,SP,2022
3500709,SP,2023
3500758,SP,2019
3500758,SP,2020
3500758,SP,2021
3500758,SP,2022
3500758,SP,2023
3500808,SP,2019
3500808,SP,2020
3500808,SP,2021
3500808,SP,2022
3500808,SP,2023
3500907,SP,2019
3500907,SP,2020
3500907,SP,2021
3500907,SP,2022
3500907,SP,2023
3501004,SP,2019
3501004,SP,2020
3501004,SP,2021
3501004,SP,2022
3501004,SP,2023
3501103,SP,2019
3501103,SP,2020
3501103,SP,2021
3501103,SP,2022
3501103,SP,2023
3501152,SP,2019
3501152,SP,2020
3501152,SP,2021
3501152,SP,2022
3501152,SP,2023
3501202,SP,2019
3501202,SP,2020
3501202,SP,2021
3501202,SP,2022
3501202,SP,2023
3501301,SP,2019
3501301,SP,2020
3501301,SP,2021
3501301,SP,2022
3501301,SP,2023
3501400,SP,2019
3501400,SP,2020
3501400,SP,2021
3501400,SP,2022
3501400,SP,2023
3501509,SP,2019
3501509,SP,2020
3501509,SP,2021
3501509,SP,2022
3501509,SP,2023
3501608,SP,2019
3501608,SP,2020
3501608,SP,2021
3501608,SP,2022
3501608,SP,2023
3501707,SP,2019
3501707,SP,2020
3501707,SP,2021
3501707,SP,2022
3501707,SP,2023
3501806,SP,2019
3501806,SP,2020
3501806,SP,2021
3501806,SP,2022
3501806,SP,2023
3501905,SP,2019
3501905,SP,2020
3501905,SP,2021
3501905,SP,2022
3501905,SP,2023
3502002,SP,2019
3502002,SP,2020
3502002,SP,2021
3502002,SP,2022
3502002,SP,2023
3502101,SP,2019
3502101,SP,2020
3502101,SP,2021
3502101,SP,2022
3502101,SP,2023
3502200,SP,2019
3502200,SP,2020
3502200,SP,2021
3502200,SP,2022
3502200,SP,2023
3502309,SP,2019
3502309,SP,2020
3502309,SP,2021
3502309,SP,2022
3502309,SP,2023
3502408,SP,2019
3502408,SP,2020
3502408,SP,2021
3502408,SP,2022
3502408,SP,2023
3502507,SP,2019
3502507,SP,2020
3502507,SP,2021
3502507,SP,2022
3502507,SP,2023
3502606,SP,2019
3502606,SP,2020
3502606,SP,2021
3502606,SP,2022
3502606,SP,2023
3502705,SP,2019
3502705,SP,2020
3502705,SP,2021
3502705,SP,2022
3502705,SP,2023
3502754,SP,2019
3502754,SP,2020
3502754,SP,2021
3502754,SP,2022
3502754,SP,2023
3502804,SP,2019
3502804,SP,2020
3502804,SP,2021
3502804,SP,2022
3502804,SP,2023
3502903,SP,2019
3502903,SP,2020
3502903,SP,2021
3502903,SP,2022
3502903,SP,2023
3503000,SP,2019
3503000,SP,2020
3503000,SP,2021
3503000,SP,2022
3503000,SP,2023
3503109,SP,2019
3503109,SP,2020
3503109,SP,2021
3503109,SP,2022
3503109,SP,2023
3503158,SP,2019
3503158,SP,2020
3503158,SP,2021
3503158,SP,2022
3503158,SP,2023
3503208,SP,2019
3503208,SP,2020
3503208,SP,2021
3503208,SP,2022
3503208,SP,2023
3503307,SP,2019
3503307,SP,2020
3503307,SP,2021
3503307,SP,2022
3503307,SP,2023
3503356,SP,2019
3503356,SP,2020
3503356,SP,2021
3503356,SP,2022
3503356,SP,2023
3503406,SP,2019
3503406,SP,2020
3503406,SP,2021
3503406,SP,2022
3503406,SP,2023
3503505,SP,2019
3503505,SP,2020
3503505,SP,2021
3503505,SP,2022
3503505,SP,2023
3503604,SP,2019
3503604,SP,2020
3503604,SP,2021
3503604,SP,2022
3503604,SP,2023
3503703,SP,2019
3503703,SP,2020
3503703,SP,2021
3503703,SP,2022
3503703,SP,2023
3503802,SP,2019
3503802,SP,2020
3503802,SP,2021
3503802,SP,2022
3503802,SP,2023
3503901,SP,2019
3503901,SP,2020
3503901,SP,2021
3503901,SP,2022
3503901,SP,2023
3503950,SP,2019
3503950,SP,2020
3503950,SP,2021
3503950,SP,2022
3503950,SP,2023
3504008,SP,2019
3504008,SP,2020
3504008,SP,2021
3504008,SP,2022
3504008,SP,2023
3504107,SP,2019
3504107,SP,2020
3504107,SP,2021
3504107,SP,2022
3504107,SP,2023
3504206,SP,2019
3504206,SP,2020
3504206,SP,2021
3504206,SP,2022
3504206,SP,2023
3504305,SP,2019
3504305,SP,2020
3504305,SP,2021
3504305,SP,2022
3504305,SP,2023
3504404,SP,2019
3504404,SP,2020
3504404,SP,2021
3504404,SP,2022
3504404,SP,2023
3504503,SP,2019
3504503,SP,2020
3504503,SP,2021
3504503,SP,2022
3504503,SP,2023
3504602,SP,2019
3504602,SP,2020
3504602,SP,2021
3504602,SP,2022
3504602,SP,2023
3504701,SP,2019
3504701,SP,2020
3504701,SP,2021
3504701,SP,2022
3504701,SP,2023
3504800,SP,2019
3504800,SP,2020
3504800,SP,2021
3504800,SP,2022
3504800,SP,2023
3504909,SP,2019
3504909,SP,2020
3504909,SP,2021
3504909,SP,2022
3504909,SP,2023
3505005,SP,2019
3505005,SP,2020
3505005,SP,2021
3505005,SP,2022
3505005,SP,2023
3505104,SP,2019
3505104,SP,2020
3505104,SP,2021
3505104,SP,2022
3505104,SP,2023
3505203,SP,2019
3505203,SP,2020
3505203,SP,2021
3505203,SP,2022
3505203,SP,2023
3505302,SP,2019
3505302,SP,2020
3505302,SP,2021
3505302,SP,2022
3505302,SP,2023
3505351,SP,2019
3505351,SP,2020
3505351,SP,2021
3505351,SP,2022
3505351,SP,2023
3505401,SP,2019
3505401,SP,2020
3505401,SP,2021
3505401,SP,2022
3505401,SP,2023
3505500,SP,2019
3505500,SP,2020
3505500,SP,2021
3505500,SP,2022
3505500,SP,2023
3505609,SP,2019
3505609,SP,2020
3505609,SP,2021
3505609,SP,2022
3505609,SP,2023
3505708,SP,2019
3505708,SP,2020
3505708,SP,2021
3505708,SP,2022
3505708,SP,2023
3505807,SP,2019
3505807,SP,2020
3505807,SP,2021
3505807,SP,2022
3505807,SP,2023
3505906,SP,2019
3505906,SP,2020
3505906,SP,2021
3505906,SP,2022
3505906,SP,2023
3506003,SP,2019
3506003,SP,2020
3506003,SP,2021
3506003,SP,2022
3506003,SP,2023
3506102,SP,2019
3506102,SP,2020
3506102,SP,2021
3506102,SP,2022
3506102,SP,2023
3506201,SP,2019
3506201,SP,2020
3506201,SP,2021
3506201,SP,2022
3506201,SP,2023
3506300,SP,2019
3506300,SP,2020
3506300,SP,2021
3506300,SP,2022
3506300,SP,2023
3506359,SP,2019
3506359,SP,2020
3506359,SP,2021
3506359,SP,2022
3506359,SP,2023
3506409,SP,2019
3506409,SP,2020
3506409,SP,2021
3506409,SP,2022
3506409,SP,2023
3506508,SP,2019
3506508,SP,2020
3506508,SP,2021
3506508,SP,2022
3506508,SP,2023
3506607,SP,2019
3506607,SP,2020
3506607,SP,2021
3506607,SP,2022
3506607,SP,2023
3506706,SP,2019
3506706,SP,2020
3506706,SP,2021
3506706,SP,2022
3506706,SP,2023
3506805,SP,2019
3506805,SP,2020
3506805,SP,2021
3506805,SP,2022
3506805,SP,2023
3506904,SP,2019
3506904,SP,2020
3506904,SP,2021
3506904,SP,2022
3506904,SP,2023
3507001,SP,2019
3507001,SP,2020
3507001,SP,2021
3507001,SP,2022
3507001,SP,2023
3507100,SP,2019
3507100,SP,2020
3507100,SP,2021
3507100,SP,2022
3507100,SP,2023
3507159,SP,2019
3507159,SP,2020
3507159,SP,2021
3507159,SP,2022
3507159,SP,2023
3507209,SP,2019
3507209,SP,2020
3507209,SP,2021
3507209,SP,2022
3507209,SP,2023
3507308,SP,2019
3507308,SP,2020
3507308,SP,2021
3507308,SP,2022
3507308,SP,2023
3507407,SP,2019
3507407,SP,2020
3507407,SP,2021
3507407,SP,2022
3507407,SP,2023
3507456,SP,2019
3507456,SP,2020
3507456,SP,2021
3507456,SP,2022
3507456,SP,2023
3507506,SP,2019
3507506,SP,2020
3507506,SP,2021
3507506,SP,2022
3507506,SP,2023
3507605,SP,2019
3507605,SP,2020
3507605,SP,2021
3507605,SP,2022
3507605,SP,2023
3507704,SP,2019
3507704,SP,2020
3507704,SP,2021
3507704,SP,2022
3507704,SP,2023
3507753,SP,2019
3507753,SP,2020
3507753,SP,2021
3507753,SP,2022
3507753,SP,2023
3507803,SP,2019
3507803,SP,2020
3507803,SP,2021
3507803,SP,2022
3507803,SP,2023
3507902,SP,2019
3507902,SP,2020
3507902,SP,2021
3507902,SP,2022
3507902,SP,2023
3508009,SP,2019
3508009,SP,2020
3508009,SP,2021
3508009,SP,2022
3508009,SP,2023
3508108,SP,2019
3508108,SP,2020
3508108,SP,2021
3508108,SP,2022
3508108,SP,2023
3508207,SP,2019
3508207,SP,2020
3508207,SP,2021
3508207,SP,2022
3508207,SP,2023
3508306,SP,2019
3508306,SP,2020
3508306,SP,2021
3508306,SP,2022
3508306,SP,2023
3508405,SP,2019
3508405,SP,2020
3508405,SP,2021
3508405,SP,2022
3508405,SP,2023
3508504,SP,2019
3508504,SP,2020
3508504,SP,2021
3508504,SP,2022
3508504,SP,2023
3508603,SP,2019
3508603,SP,2020
3508603,SP,2021
3508603,SP,2022
3508603,SP,2023
3508702,SP,2019
3508702,SP,2020
3508702,SP,2021
3508702,SP,2022
3508702,SP,2023
3508801,SP,2019
3508801,SP,2020
3508801,SP,2021
3508801,SP,2022
3508801,SP,2023
3508900,SP,2019
3508900,SP,2020
3508900,SP,2021
3508900,SP,2022
3508900,SP,2023
3509007,SP,2019
3509007,SP,2020
3509007,SP,2021
3509007,SP,2022
3509007,SP,2023
3509106,SP,2019
3509106,SP,2020
3509106,SP,2021
3509106,SP,2022
3509106,SP,2023
3509205,SP,2019
3509205,SP,2020
3509205,SP,2021
3509205,SP,2022
3509205,SP,2023
3509254,SP,2019
3509254,SP,2020
3509254,SP,2021
3509254,SP,2022
3509254,SP,2023
3509304,SP,2019
3509304,SP,2020
3509304,SP,2021
3509304,SP,2022
3509304,SP,2023
3509403,SP,2019
3509403,SP,2020
3509403,SP,2021
3509403,SP,2022
3509403,SP,2023
3509452,SP,2019
3509452,SP,2020
3509452,SP,2021
3509452,SP,2022
3509452,SP,2023
3509502,SP,2019
3509502,SP,2020
3509502,SP,2021
3509502,SP,2022
3509502,SP,2023
3509601,SP,2019
3509601,SP,2020
3509601,SP,2021
3509601,SP,2022
3509601,SP,2023
3509700,SP,2019
3509700,SP,2020
3509700,SP,2021
3509700,SP,2022
3509700,SP,2023
3509809,SP,2019
3509809,SP,2020
3509809,SP,2021
3509809,SP,2022
3509809,SP,2023
3509908,SP,2019
3509908,SP,2020
3509908,SP,2021
3509908,SP,2022
3509908,SP,2023
3509957,SP,2019
3509957,SP,2020
3509957,SP,2021
3509957,SP,2022
3509957,SP,2023
3510005,SP,2019
3510005,SP,2020
3510005,SP,2021
3510005,SP,2022
3510005,SP,2023
3510104,SP,2019
3510104,SP,2020
3510104,SP,2021
3510104,SP,2022
3510104,SP,2023
3510153,SP,2019
3510153,SP,2020
3510153,SP,2021
3510153,SP,2022
3510153,SP,2023
3510203,SP,2019
3510203,SP,2020
3510203,SP,2021
3510203,SP,2022
3510203,SP,2023
3510302,SP,2019
3510302,SP,2020
3510302,SP,2021
3510302,SP,2022
3510302,SP,2023
3510401,SP,2019
3510401,SP,2020
3510401,SP,2021
3510401,SP,2022
3510401,SP,2023
3510500,SP,2019
3510500,SP,2020
3510500,SP,2021
3510500,SP,2022
3510500,SP,2023
3510609,SP,2019
3510609,SP,2020
3510609,SP,2021
3510609,SP,2022
3510609,SP,2023
3510708,SP,2019
3510708,SP,2020
3510708,SP,2021
3510708,SP,2022
3510708,SP,2023
3510807,SP,2019
3510807,SP,2020
3510807,SP,2021
3510807,SP,2022
3510807,SP,2023
3510906,SP,2019
3510906,SP,2020
3510906,SP,2021
3510906,SP,2022
3510906,SP,2023
3511003,SP,2019
3511003,SP,2020
3511003,SP,2021
3511003,SP,2022
3511003,SP,2023
3511102,SP,2019
3511102,SP,2020
3511102,SP,2021
3511102,SP,2022
3511102,SP,2023
3511201,SP,2019
3511201,SP,2020
3511201,SP,2021
3511201,SP,2022
3511201,SP,2023
3511300,SP,2019
3511300,SP,2020
3511300,SP,2021
3511300,SP,2022
3511300,SP,2023
3511409,SP,2019
3511409,SP,2020
3511409,SP,2021
3511409,SP,2022
3511409,SP,2023
3511508,SP,2019
3511508,SP,2020
3511508,SP,2021
3511508,SP,2022
3511508,SP,2023
3511607,SP,2019
3511607,SP,2020
3511607,SP,2021
3511607,SP,2022
3511607,SP,2023
3511706,SP,2019
3511706,SP,2020
3511706,SP,2021
3511706,SP,2022
3511706,SP,2023
3511904,SP,2019
3511904,SP,2020
3511904,SP,2021
3511904,SP,2022
3511904,SP,2023
3512001,SP,2019
3512001,SP,2020
3512001,SP,2021
3512001,SP,2022
3512001,SP,2023
3512100,SP,2019
3512100,SP,2020
3512100,SP,2021
3512100,SP,2022
3512100,SP,2023
3512209,SP,2019
3512209,SP,2020
3512209,SP,2021
3512209,SP,2022
3512209,SP,2023
3512308,SP,2019
3512308,SP,2020
3512308,SP,2021
3512308,SP,2022
3512308,SP,2023
3512407,SP,2019
3512407,SP,2020
3512407,SP,2021
3512407,SP,2022
3512407,SP,2023
3512506,SP,2019
3512506,SP,2020
3512506,SP,2021
3512506,SP,2022
3512506,SP,2023
3512605,SP,2019
3512605,SP,2020
3512605,SP,2021
3512605,SP,2022
3512605,SP,2023
3512704,SP,2019
3512704,SP,2020
3512704,SP,2021
3512704,SP,2022
3512704,SP,2023
3512803,SP,2019
3512803,SP,2020
3512803,SP,2021
3512803,SP,2022
3512803,SP,2023
3512902,SP,2019
3512902,SP,2020
3512902,SP,2021
3512902,SP,2022
3512902,SP,2023
3513009,SP,2019
3513009,SP,2020
3513009,SP,2021
3513009,SP,2022
3513009,SP,2023
3513108,SP,2019
3513108,SP,2020
3513108,SP,2021
3513108,SP,2022
3513108,SP,2023
3513207,SP,2019
3513207,SP,2020
3513207,SP,2021
3513207,SP,2022
3513207,SP,2023
3513306,SP,2019
3513306,SP,2020
3513306,SP,2021
3513306,SP,2022
3513306,SP,2023
3513405,SP,2019
3513405,SP,2020
3513405,SP,2021
3513405,SP,2022
3513405,SP,2023
3513504,SP,2019
3513504,SP,2020
3513504,SP,2021
3513504,SP,2022
3513504,SP,2023
3513603,SP,2019
3513603,SP,2020
3513603,SP,2021
3513603,SP,2022
3513603,SP,2023
3513702,SP,2019
3513702,SP,2020
3513702,SP,2021
3513702,SP,2022
3513702,SP,2023
3513801,SP,2019
3513801,SP,2020
3513801,SP,2021
3513801,SP,2022
3513801,SP,2023
3513850,SP,2019
3513850,SP,2020
3513850,SP,2021
3513850,SP,2022
3513850,SP,2023
3513900,SP,2019
3513900,SP,2020
3513900,SP,2021
3513900,SP,2022
3513900,SP,2023
3514007,SP,2019
3514007,SP,2020
3514007,SP,2021
3514007,SP,2022
3514007,SP,2023
3514106,SP,2019
3514106,SP,2020
3514106,SP,2021
3514106,SP,2022
3514106,SP,2023
3514205,SP,2019
3514205,SP,2020
3514205,SP,2021
3514205,SP,2022
3514205,SP,2023
3514304,SP,2019
3514304,SP,2020
3514304,SP,2021
3514304,SP,2022
3514304,SP,2023
3514403,SP,2019
3514403,SP,2020
