cod_ibge,uf,ano
2201507,PI,2022
2201507,PI,2023
2201556,PI,2019
2201556,PI,2020
2201556,PI,2021
2201556,PI,2022
2201556,PI,2023
2201572,PI,2019
2201572,PI,2020
2201572,PI,2021
2201572,PI,2022
2201572,PI,2023
2201606,PI,2019
2201606,PI,2020
2201606,PI,2021
2201606,PI,2022
2201606,PI,2023
2201705,PI,2019
2201705,PI,2020
2201705,PI,2021
2201705,PI,2022
2201705,PI,2023
2201739,PI,2019
2201739,PI,2020
2201739,PI,2021
2201739,PI,2022
2201739,PI,2023
2201770,PI,2019
2201770,PI,2020
2201770,PI,2021
2201770,PI,2022
2201770,PI,2023
2201804,PI,2019
2201804,PI,2020
2201804,PI,2021
2201804,PI,2022
2201804,PI,2023
2201903,PI,2019
2201903,PI,2020
2201903,PI,2021
2201903,PI,2022
2201903,PI,2023
2201919,PI,2019
2201919,PI,2020
2201919,PI,2021
2201919,PI,2022
2201919,PI,2023
2201929,PI,2019
2201929,PI,2020
2201929,PI,2021
2201929,PI,2022
2201929,PI,2023
2201945,PI,2019
2201945,PI,2020
2201945,PI,2021
2201945,PI,2022
2201945,PI,2023
2201960,PI,2019
2201960,PI,2020
2201960,PI,2021
2201960,PI,2022
2201960,PI,2023
2201988,PI,2019
2201988,PI,2020
2201988,PI,2021
2201988,PI,2022
2201988,PI,2023
2202000,PI,2019
2202000,PI,2020
2202000,PI,2021
2202000,PI,2022
2202000,PI,2023
2202026,PI,2019
2202026,PI,2020
2202026,PI,2021
2202026,PI,2022
2202026,PI,2023
2202059,PI,2019
2202059,PI,2020
2202059,PI,2021
2202059,PI,2022
2202059,PI,2023
2202075,PI,2019
2202075,PI,2020
2202075,PI,2021
2202075,PI,2022
2202075,PI,2023
2202083,PI,2019
2202083,PI,2020
2202083,PI,2021
2202083,PI,2022
2202083,PI,2023
2202091,PI,2019
2202091,PI,2020
2202091,PI,2021
2202091,PI,2022
2202091,PI,2023
2202109,PI,2019
2202109,PI,2020
2202109,PI,2021
2202109,PI,2022
2202109,PI,2023
2202117,PI,2019
2202117,PI,2020
2202117,PI,2021
2202117,PI,2022
2202117,PI,2023
2202133,PI,2019
2202133,PI,2020
2202133,PI,2021
2202133,PI,2022
2202133,PI,2023
2202174,PI,2019
2202174,PI,2020
2202174,PI,2021
2202174,PI,2022
2202174,PI,2023
2202208,PI,2019
2202208,PI,2020
2202208,PI,2021
2202208,PI,2022
2202208,PI,2023
2202251,PI,2019
2202251,PI,2020
2202251,PI,2021
2202251,PI,2022
2202251,PI,2023
2202307,PI,2019
2202307,PI,2020
2202307,PI,2021
2202307,PI,2022
2202307,PI,2023
2202406,PI,2019
2202406,PI,2020
2202406,PI,2021
2202406,PI,2022
2202406,PI,2023
2202455,PI,2019
2202455,PI,2020
2202455,PI,2021
2202455,PI,2022
2202455,PI,2023
2202505,PI,2019
2202505,PI,2020
2202505,PI,2021
2202505,PI,2022
2202505,PI,2023
2202539,PI,2019
2202539,PI,2020
2202539,PI,2021
2202539,PI,2022
2202539,PI,2023
2202554,PI,2019
2202554,PI,2020
2202554,PI,2021
2202554,PI,2022
2202554,PI,2023
2202604,PI,2019
2202604,PI,2020
2202604,PI,2021
2202604,PI,2022
2202604,PI,2023
2202653,PI,2019
2202653,PI,2020
2202653,PI,2021
2202653,PI,2022
2202653,PI,2023
2202703,PI,2019
2202703,PI,2020
2202703,PI,2021
2202703,PI,2022
2202703,PI,2023
2502805,PB,2019
2502805,PB,2020
2502805,PB,2021
2502805,PB,2022
2502805,PB,2023
2502904,PB,2019
2502904,PB,2020
2502904,PB,2021
2502904,PB,2022
2502904,PB,2023
2503001,PB,2019
2503001,PB,2020
2503001,PB,2021
2503001,PB,2022
2503001,PB,2023
2503100,PB,2019
2503100,PB,2020
2503100,PB,2021
2503100,PB,2022
2503100,PB,2023
2503209,PB,2019
2503209,PB,2020
2503209,PB,2021
2503209,PB,2022
2503209,PB,2023
2503308,PB,2019
2503308,PB,2020
2503308,PB,2021
2503308,PB,2022
2503308,PB,2023
2503407,PB,2019
2503407,PB,2020
2503407,PB,2021
2503407,PB,2022
2503407,PB,2023
2503506,PB,2019
2503506,PB,2020
2503506,PB,2021
2503506,PB,2022
2503506,PB,2023
2503555,PB,2019
2503555,PB,2020
2503555,PB,2021
2503555,PB,2022
2503555,PB,2023
2503605,PB,2019
2503605,PB,2020
2503605,PB,2021
2503605,PB,2022
2503605,PB,2023
2503704,PB,2019
2503704,PB,2020
2503704,PB,2021
2503704,PB,2022
2503704,PB,2023
2503753,PB,2019
2503753,PB,2020
2503753,PB,2021
2503753,PB,2022
2503753,PB,2023
2503803,PB,2019
2503803,PB,2020
2503803,PB,2021
2503803,PB,2022
2503803,PB,2023
2503902,PB,2019
2503902,PB,2020
2503902,PB,2021
2503902,PB,2022
2503902,PB,2023
2504009,PB,2019
2504009,PB,2020
2504009,PB,2021
2504009,PB,2022
2504009,PB,2023
2504033,PB,2019
2504033,PB,2020
2504033,PB,2021
2504033,PB,2022
2504033,PB,2023
2504074,PB,2019
2504074,PB,2020
2504074,PB,2021
2504074,PB,2022
2504074,PB,2023
2504108,PB,2019
2504108,PB,2020
2504108,PB,2021
2504108,PB,2022
2504108,PB,2023
2504157,PB,2019
2504157,PB,2020
2504157,PB,2021
2504157,PB,2022
2504157,PB,2023
2504207,PB,2019
2504207,PB,2020
2504207,PB,2021
2504207,PB,2022
2504207,PB,2023
2504306,PB,2019
2504306,PB,2020
2504306,PB,2021
2504306,PB,2022
2504306,PB,2023
2504355,PB,2019
2504355,PB,2020
2504355,PB,2021
2504355,PB,2022
2504355,PB,2023
2504405,PB,2019
2504405,PB,2020
2504405,PB,2021
2504405,PB,2022
2504405,PB,2023
2504504,PB,2019
2504504,PB,2020
2504504,PB,2021
2504504,PB,2022
2504504,PB,2023
2504603,PB,2019
2504603,PB,2020
2504603,PB,2021
2504603,PB,2022
2504603,PB,2023
2504702,PB,2019
2504702,PB,2020
2504702,PB,2021
2504702,PB,2022
2504702,PB,2023
2504801,PB,2019
2504801,PB,2020
2504801,PB,2021
2504801,PB,2022
2504801,PB,2023
2504850,PB,2019
2504850,PB,2020
2504850,PB,2021
2504850,PB,2022
2504850,PB,2023
2504900,PB,2019
2504900,PB,2020
2504900,PB,2021
2504900,PB,2022
2504900,PB,2023
2505006,PB,2019
2505006,PB,2020
2505006,PB,2021
2505006,PB,2022
2505006,PB,2023
2505105,PB,2019
2505105,PB,2020
2505105,PB,2021
2505105,PB,2022
2505105,PB,2023
2505204,PB,2019
2505204,PB,2020
2505204,PB,2021
2505204,PB,2022
2505204,PB,2023
2505238,PB,2019
2505238,PB,2020
2505238,PB,2021
2505238,PB,2022
2505238,PB,2023
2505279,PB,2019
2505279,PB,2020
2505279,PB,2021
2505279,PB,2022
2505279,PB,2023
2505303,PB,2019
2505303,PB,2020
2505303,PB,2021
2505303,PB,2022
2505303,PB,2023
2505352,PB,2019
2505352,PB,2020
2505352,PB,2021
2505352,PB,2023
2505402,PB,2019
2505402,PB,2020
2505402,PB,2021
2505402,PB,2022
2505402,PB,2023
2505501,PB,2019
2505501,PB,2020
2505501,PB,2021
2505501,PB,2022
2505501,PB,2023
2505600,PB,2019
2505600,PB,2020
2505600,PB,2021
2505600,PB,2022
2505600,PB,2023
2505709,PB,2019
2505709,PB,2020
2505709,PB,2021
2505709,PB,2022
2505709,PB,2023
2505808,PB,2019
2505808,PB,2020
2505808,PB,2021
2505808,PB,2022
2505808,PB,2023
2505907,PB,2019
2505907,PB,2020
2505907,PB,2021
2505907,PB,2022
2505907,PB,2023
2506004,PB,2019
2506004,PB,2020
2506004,PB,2021
2506004,PB,2022
2506004,PB,2023
2506103,PB,2019
2506103,PB,2020
2506103,PB,2021
2506103,PB,2022
2506103,PB,2023
2506202,PB,2019
2506202,PB,2020
2506202,PB,2021
2506202,PB,2022
2506202,PB,2023
2506251,PB,2019
2506251,PB,2020
2506251,PB,2021
2506251,PB,2022
2506251,PB,2023
2506301,PB,2019
2506301,PB,2020
2506301,PB,2021
2506301,PB,2022
2506301,PB,2023
2506400,PB,2019
2506400,PB,2020
2506400,PB,2021
2506400,PB,2022
2506400,PB,2023
2506509,PB,2019
2506509,PB,2020
2506509,PB,2021
2506509,PB,2022
2506509,PB,2023
2506608,PB,2019
2506608,PB,2020
2506608,PB,2021
2506608,PB,2022
2506608,PB,2023
2506707,PB,2019
2506707,PB,2020
2506707,PB,2021
2506707,PB,2022
2506707,PB,2023
2506806,PB,2019
2506806,PB,2020
2506806,PB,2021
2506806,PB,2022
2506806,PB,2023
2506905,PB,2019
2506905,PB,2020
2506905,PB,2021
2506905,PB,2022
2506905,PB,2023
2507002,PB,2019
2507002,PB,2020
2507002,PB,2021
2507002,PB,2022
2507002,PB,2023
2507101,PB,2019
2507101,PB,2020
2507101,PB,2021
2507101,PB,2022
2507101,PB,2023
2507200,PB,2019
2507200,PB,2020
2507200,PB,2021
2507200,PB,2022
2507200,PB,2023
2507309,PB,2019
2507309,PB,2020
2507309,PB,2021
2507309,PB,2022
2507309,PB,2023
2507408,PB,2019
2507408,PB,2020
2507408,PB,2021
2507408,PB,2022
2507408,PB,2023
2507507,PB,2019
2507507,PB,2020
2507507,PB,2021
2507507,PB,2022
2507507,PB,2023
2507606,PB,2019
2507606,PB,2020
2507606,PB,2021
2507606,PB,2022
2507606,PB,2023
2507705,PB,2019
2507705,PB,2020
2507705,PB,2021
2507705,PB,2022
2507705,PB,2023
2507804,PB,2019
2507804,PB,2020
2507804,PB,2021
2507804,PB,2022
2507804,PB,2023
2507903,PB,2019
2507903,PB,2020
2507903,PB,2021
2507903,PB,2022
2507903,PB,2023
2508000,PB,2019
2508000,PB,2020
2508000,PB,2021
2508000,PB,2022
2508000,PB,2023
2508109,PB,2019
2508109,PB,2020
2508109,PB,2021
2508109,PB,2022
2508109,PB,2023
2508208,PB,2019
2508208,PB,2020
2508208,PB,2021
2508208,PB,2022
2508208,PB,2023
2508307,PB,2019
2508307,PB,2020
2508307,PB,2021
2508307,PB,2022
2508307,PB,2023
2508406,PB,2019
2508406,PB,2020
2508406,PB,2021
2508406,PB,2022
2508406,PB,2023
2508505,PB,2019
2508505,PB,2020
2508505,PB,2021
2508505,PB,2022
2508505,PB,2023
2508554,PB,2019
2508554,PB,2020
2508554,PB,2021
2508554,PB,2022
2508554,PB,2023
2508604,PB,2019
2508604,PB,2020
2508604,PB,2021
2508604,PB,2022
2508604,PB,2023
2508703,PB,2019
2508703,PB,2020
2508703,PB,2021
2508703,PB,2022
2508703,PB,2023
2508802,PB,2019
2508802,PB,2020
2508802,PB,2021
2508802,PB,2022
2508802,PB,2023
2508901,PB,2019
2508901,PB,2020
2508901,PB,2021
2508901,PB,2022
2508901,PB,2023
2509008,PB,2019
2509008,PB,2020
2509008,PB,2021
2509008,PB,2022
2509008,PB,2023
2509057,PB,2019
2509057,PB,2020
2509057,PB,2021
2509057,PB,2022
2509057,PB,2023
2509107,PB,2019
2509107,PB,2020
2509107,PB,2021
2509107,PB,2022
2509107,PB,2023
2509156,PB,2019
2509156,PB,2020
2509156,PB,2021
2509156,PB,2022
2509156,PB,2023
2509206,PB,2019
2509206,PB,2020
2509206,PB,2021
2509206,PB,2022
2509206,PB,2023
2509305,PB,2019
2509305,PB,2020
2509305,PB,2021
2509305,PB,2022
2509305,PB,2023
2509339,PB,2019
2509339,PB,2020
2509339,PB,2021
2509339,PB,2022
2509339,PB,2023
2509370,PB,2019
2509370,PB,2020
2509370,PB,2021
2509370,PB,2022
2509396,PB,2019
2509396,PB,2020
2509396,PB,2021
2509396,PB,2022
2509396,PB,2023
2509404,PB,2019
2509404,PB,2020
2509404,PB,2021
2509404,PB,2022
2509404,PB,2023
2509503,PB,2019
2509503,PB,2020
2509503,PB,2021
2509503,PB,2022
2509503,PB,2023
2509602,PB,2019
2509602,PB,2020
2509602,PB,2021
2509602,PB,2022
2509602,PB,2023
2509701,PB,2019
2509701,PB,2020
2509701,PB,2021
2509701,PB,2022
2509701,PB,2023
2509800,PB,2019
2509800,PB,2020
2509800,PB,2021
2509800,PB,2022
2509800,PB,2023
2509909,PB,2019
2509909,PB,2020
2509909,PB,2021
2509909,PB,2022
2509909,PB,2023
2510006,PB,2019
2510006,PB,2020
2510006,PB,2021
2510006,PB,2022
2510006,PB,2023
2510105,PB,2019
2510105,PB,2020
2510105,PB,2021
2510105,PB,2022
2510105,PB,2023
2510204,PB,2019
2510204,PB,2020
2510204,PB,2021
2510204,PB,2022
2510204,PB,2023
2510303,PB,2019
2510303,PB,2020
2510303,PB,2021
2510303,PB,2022
2510303,PB,2023
2510402,PB,2019
2510402,PB,2020
2510402,PB,2021
2510402,PB,2022
2510402,PB,2023
2510501,PB,2019
2510501,PB,2020
2510501,PB,2021
2510501,PB,2022
2510501,PB,2023
2510600,PB,2019
2510600,PB,2020
2510600,PB,2021
2510600,PB,2022
2510600,PB,2023
2510659,PB,2019
2510659,PB,2020
2510659,PB,2021
2510659,PB,2022
2510659,PB,2023
2510709,PB,2019
2510709,PB,2020
2510709,PB,2021
2510709,PB,2022
2510709,PB,2023
2510808,PB,2019
2510808,PB,2020
2510808,PB,2021
2510808,PB,2022
2510808,PB,2023
2510907,PB,2019
2510907,PB,2020
2510907,PB,2021
2510907,PB,2022
2510907,PB,2023
2511004,PB,2019
2511004,PB,2020
2511004,PB,2021
2511004,PB,2022
2511004,PB,2023
2511103,PB,2019
2511103,PB,2020
2511103,PB,2021
2511103,PB,2022
2511103,PB,2023
2511202,PB,2019
2511202,PB,2020
2511202,PB,2021
2511202,PB,2022
2511202,PB,2023
2511301,PB,2019
2511301,PB,2020
2511301,PB,2021
2511301,PB,2022
2511301,PB,2023
2511400,PB,2019
2511400,PB,2020
2511400,PB,2021
2511400,PB,2022
2511400,PB,2023
2511509,PB,2019
2511509,PB,2020
2511509,PB,2021
2511509,PB,2022
2511509,PB,2023
2511608,PB,2019
2511608,PB,2020
2511608,PB,2021
2511608,PB,2022
2511608,PB,2023
2511707,PB,2019
2511707,PB,2020
2511707,PB,2021
2511707,PB,2022
2511707,PB,2023
2511806,PB,2019
2511806,PB,2020
2511806,PB,2021
2511806,PB,2022
2511806,PB,2023
2511905,PB,2019
2511905,PB,2020
2511905,PB,2021
2511905,PB,2022
2511905,PB,2023
2512002,PB,2019
2512002,PB,2020
2512002,PB,2021
2512002,PB,2022
2512002,PB,2023
2512036,PB,2019
2512036,PB,2020
2512036,PB,2021
2512036,PB,2022
2512036,PB,2023
2512077,PB,2019
2512077,PB,2020
2512077,PB,2021
2512077,PB,2022
2512077,PB,2023
2927408,BA,2019
2927408,BA,2020
2927408,BA,2021
2927408,BA,2022
2927408,BA,2023
2927507,BA,2019
2927507,BA,2020
2927507,BA,2021
2927507,BA,2022
2927507,BA,2023
2927606,BA,2019
2927606,BA,2020
2927606,BA,2021
2927606,BA,2022
2927606,BA,2023
2927705,BA,2019
2927705,BA,2020
2927705,BA,2021
2927705,BA,2022
2927705,BA,2023
2927804,BA,2019
2927804,BA,2020
2927804,BA,2021
2927804,BA,2022
2927804,BA,2023
2927903,BA,2019
2927903,BA,2020
2927903,BA,2021
2927903,BA,2022
2927903,BA,2023
2928000,BA,2019
2928000,BA,2020
2928000,BA,2021
2928000,BA,2022
2928000,BA,2023
2928059,BA,2019
2928059,BA,2020
2928059,BA,2021
2928059,BA,2022
2928059,BA,2023
2928109,BA,2019
2928109,BA,2020
2928109,BA,2021
2928109,BA,2022
2928109,BA,2023
2928208,BA,2019
2928208,BA,2020
2928208,BA,2021
2928208,BA,2022
2928208,BA,2023
2928307,BA,2019
2928307,BA,2020
2928307,BA,2021
2928307,BA,2022
2928307,BA,2023
2928406,BA,2019
2928406,BA,2020
2928406,BA,2021
2928406,BA,2022
2928406,BA,2023
2928505,BA,2019
2928505,BA,2020
2928505,BA,2021
2928505,BA,2022
2928505,BA,2023
2928604,BA,2019
2928604,BA,2020
2928604,BA,2021
2928604,BA,2022
2928604,BA,2023
2928703,BA,2019
2928703,BA,2020
2928703,BA,2021
2928703,BA,2022
2928703,BA,2023
2928802,BA,2019
2928802,BA,2020
2928802,BA,2021
2928802,BA,2022
2928802,BA,2023
2928901,BA,2019
2928901,BA,2020
2928901,BA,2021
2928901,BA,2022
2928901,BA,2023
2928950,BA,2019
2928950,BA,2020
2928950,BA,2021
2928950,BA,2022
2928950,BA,2023
2929008,BA,2019
2929008,BA,2020
2929008,BA,2021
2929008,BA,2022
2929008,BA,2023
2929057,BA,2019
2929057,BA,2020
2929057,BA,2021
2929057,BA,2022
2929057,BA,2023
2929107,BA,2019
2929107,BA,2020
2929107,BA,2021
2929107,BA,2022
2929107,BA,2023
2929206,BA,2019
2929206,BA,2020
2929206,BA,2021
2929206,BA,2022
2929206,BA,2023
2929255,BA,2019
2929255,BA,2020
2929255,BA,2021
2929255,BA,2022
2929255,BA,2023
2929305,BA,2019
2929305,BA,2020
2929305,BA,2021
2929305,BA,2022
2929305,BA,2023
2929354,BA,2019
2929354,BA,2020
2929354,BA,2021
2929354,BA,2022
2929354,BA,2023
2929370,BA,2019
2929370,BA,2020
2929370,BA,2021
2929370,BA,2022
2929370,BA,2023
2929404,BA,2019
2929404,BA,2020
2929404,BA,2021
2929404,BA,2022
2929404,BA,2023
2929503,BA,2019
2929503,BA,2020
2929503,BA,2021
2929503,BA,2022
2929503,BA,2023
2929602,BA,2019
2929602,BA,2020
2929602,BA,2021
2929602,BA,2022
2929602,BA,2023
2929701,BA,2019
2929701,BA,2020
2929701,BA,2021
2929701,BA,2022
2929701,BA,2023
2929750,BA,2019
2929750,BA,2020
2929750,BA,2021
2929750,BA,2022
2929750,BA,2023
2929800,BA,2019
2929800,BA,2020
2929800,BA,2021
2929800,BA,2022
2929800,BA,2023
2929909,BA,2019
2929909,BA,2020
2929909,BA,2021
2929909,BA,2022
2929909,BA,2023
2930006,BA,2019
2930006,BA,2020
2930006,BA,2021
2930006,BA,2022
2930006,BA,2023
2930105,BA,2019
2930105,BA,2020
2930105,BA,2021
2930105,BA,2022
2930105,BA,2023
2930154,BA,2019
2930154,BA,2020
2930154,BA,2021
2930154,BA,2022
2930154,BA,2023
2930204,BA,2019
2930204,BA,2020
2930204,BA,2021
2930204,BA,2022
2930204,BA,2023
2930303,BA,2019
2930303,BA,2020
2930303,BA,2021
2930303,BA,2022
2930303,BA,2023
2930402,BA,2019
2930402,BA,2020
2930402,BA,2021
2930402,BA,2022
2930402,BA,2023
2930501,BA,2019
2930501,BA,2020
2930501,BA,2021
2930501,BA,2022
2930501,BA,2023
2930600,BA,2019
2930600,BA,2020
2930600,BA,2021
2930600,BA,2022
2930600,BA,2023
2930709,BA,2019
2930709,BA,2020
2930709,BA,2021
2930709,BA,2022
2930709,BA,2023
2930758,BA,2019
2930758,BA,2020
2930758,BA,2021
2930758,BA,2022
2930758,BA,2023
2930766,BA,2019
2930766,BA,2020
2930766,BA,2021
2930766,BA,2022
2930766,BA,2023
2930774,BA,2019
2930774,BA,2020
2930774,BA,2021
2930774,BA,2022
2930774,BA,2023
2930808,BA,2019
2930808,BA,2020
2930808,BA,2021
2930808,BA,2022
2930808,BA,2023
2930907,BA,2019
2930907,BA,2020
2930907,BA,2021
2930907,BA,2022
2930907,BA,2023
2931004,BA,2019
2931004,BA,2020
2931004,BA,2021
2931004,BA,2022
2931004,BA,2023
2931053,BA,2019
2931053,BA,2020
2931053,BA,2021
2931053,BA,2022
2931053,BA,2023
2931103,BA,2019
2931103,BA,2020
2931103,BA,2021
2931103,BA,2022
2931103,BA,2023
2931202,BA,2019
2931202,BA,2020
2931202,BA,2021
2931202,BA,2022
2931202,BA,2023
2931301,BA,2019
2931301,BA,2020
2931301,BA,2021
2931301,BA,2022
2931301,BA,2023
2931350,BA,2019
2931350,BA,2020
2931350,BA,2021
2931350,BA,2022
2931350,BA,2023
2931400,BA,2019
2931400,BA,2020
2931400,BA,2021
2931400,BA,2022
2931400,BA,2023
2931509,BA,2019
2931509,BA,2020
2931509,BA,2021
2931509,BA,2022
2931509,BA,2023
2931608,BA,2019
2931608,BA,2020
2931608,BA,2021
2931608,BA,2022
2931608,BA,2023
2931707,BA,2019
2931707,BA,2020
2931707,BA,2021
2931707,BA,2022
2931707,BA,2023
2931806,BA,2019
2931806,BA,2020
2931806,BA,2021
2931806,BA,2022
2931806,BA,2023
2931905,BA,2019
2931905,BA,2020
2931905,BA,2021
2931905,BA,2022
2931905,BA,2023
2932002,BA,2019
2932002,BA,2020
2932002,BA,2021
2932002,BA,2022
2932002,BA,2023
2932101,BA,2019
2932101,BA,2020
2932101,BA,2021
2932101,BA,2022
2932101,BA,2023
2932200,BA,2019
2932200,BA,2020
2932200,BA,2021
2932200,BA,2022
2932200,BA,2023
2932309,BA,2019
2932309,BA,2020
2932309,BA,2021
2932309,BA,2022
2932309,BA,2023
2932408,BA,2019
2932408,BA,2020
2932408,BA,2021
2932408,BA,2022
2932408,BA,2023
2932457,BA,2019
2932457,BA,2020
2932457,BA,2021
2932457,BA,2022
2932457,BA,2023
2932507,BA,2019
2932507,BA,2020
2932507,BA,2021
2932507,BA,2022
2932507,BA,2023
2932606,BA,2019
2932606,BA,2020
2932606,BA,2021
2932606,BA,2022
2932606,BA,2023
2932705,BA,2019
2932705,BA,2020
2932705,BA,2021
2932705,BA,2022
2932705,BA,2023
2932804,BA,2019
2932804,BA,2020
2932804,BA,2021
2932804,BA,2022
2932804,BA,2023
2932903,BA,2019
2932903,BA,2020
2932903,BA,2021
2932903,BA,2022
2932903,BA,2023
2933000,BA,2019
2933000,BA,2020
2933000,BA,2021
2933000,BA,2022
2933000,BA,2023
2933059,BA,2019
2933059,BA,2020
2933059,BA,2021
2933059,BA,2022
2933059,BA,2023
2933109,BA,2019
2933109,BA,2020
2933109,BA,2021
2933109,BA,2022
2933109,BA,2023
2933158,BA,2019
2933158,BA,2020
2933158,BA,2021
2933158,BA,2022
2933158,BA,2023
2933174,BA,2019
2933174,BA,2020
2933174,BA,2021
2933174,BA,2022
2933174,BA,2023
2933208,BA,2019
2933208,BA,2020
2933208,BA,2021
2933208,BA,2022
2933208,BA,2023
2933257,BA,2019
2933257,BA,2020
2933257,BA,2021
2933257,BA,2022
2933257,BA,2023
2933307,BA,2019
2933307,BA,2020
2933307,BA,2021
2933307,BA,2022
2933307,BA,2023
2933406,BA,2019
2933406,BA,2020
2933406,BA,2021
2933406,BA,2022
2933406,BA,2023
2933455,BA,2019
2933455,BA,2020
2933455,BA,2021
2933455,BA,2022
2933455,BA,2023
2933505,BA,2019
2933505,BA,2020
2933505,BA,2021
2933505,BA,2022
2933505,BA,2023
2933604,BA,2019
2933604,BA,2020
2933604,BA,2021
2933604,BA,2022
2933604,BA,2023
3100104,MG,2019
3100104,MG,2020
3100104,MG,2021
3100104,MG,2022
3100104,MG,2023
3100203,MG,2019
3100203,MG,2020
3100203,MG,2021
3100203,MG,2022
3100203,MG,2023
3100302,MG,2019
3100302,MG,2020
3100302,MG,2021
3100302,MG,2022
3100302,MG,2023
3100401,MG,2019
3100401,MG,2020
3100401,MG,2021
3100401,MG,2022
3100401,MG,2023
3100500,MG,2019
3100500,MG,2020
3100500,MG,2021
3100500,MG,2022
3100500,MG,2023
3100609,MG,2019
3100609,MG,2020
3100609,MG,2021
3100609,MG,2022
3100609,MG,2023
3100708,MG,2019
3100708,MG,2020
3100708,MG,2021
3100708,MG,2022
3100708,MG,2023
3100807,MG,2019
3100807,MG,2020
3100807,MG,2021
3100807,MG,2022
3100807,MG,2023
3100906,MG,2019
3100906,MG,2020
3100906,MG,2021
3100906,MG,2022
3100906,MG,2023
3101003,MG,2019
3101003,MG,2020
3101003,MG,2021
3101003,MG,2022
3101003,MG,2023
3101102,MG,2019
3101102,MG,2020
3101102,MG,2021
3101102,MG,2022
3101102,MG,2023
3101201,MG,2019
3101201,MG,2020
3101201,MG,2021
3101201,MG,2022
3101201,MG,2023
3101300,MG,2019
3101300,MG,2020
3101300,MG,2021
3101300,MG,2022
3101300,MG,2023
3101409,MG,2019
3101409,MG,2020
3101409,MG,2021
3101409,MG,2022
3101409,MG,2023
3101508,MG,2019
3101508,MG,2020
3101508,MG,2021
3101508,MG,2022
3101508,MG,2023
3101607,MG,2019
3101607,MG,2020
3101607,MG,2021
3101607,MG,2022
3101607,MG,2023
3101631,MG,2019
3101631,MG,2020
3101631,MG,2021
3101631,MG,2022
3101631,MG,2023
3101706,MG,2019
3101706,MG,2020
3101706,MG,2021
3101706,MG,2022
3101706,MG,2023
3101805,MG,2019
3101805,MG,2020
3101805,MG,2021
3101805,MG,2022
3101805,MG,2023
3101904,MG,2019
3101904,MG,2020
3101904,MG,2021
3101904,MG,2022
3101904,MG,2023
3102001,MG,2019
3102001,MG,2020
3102001,MG,2021
3102001,MG,2022
3102001,MG,2023
3102050,MG,2019
3102050,MG,2020
3102050,MG,2021
3102050,MG,2022
3102050,MG,2023
3102100,MG,2019
3102100,MG,2020
3102100,MG,2021
3102100,MG,2022
3102100,MG,2023
3102209,MG,2019
3102209,MG,2020
3102209,MG,2021
3102209,MG,2022
3102209,MG,2023
3102308,MG,2019
3102308,MG,2020
3102308,MG,2021
3102308,MG,2022
3102308,MG,2023
3102407,MG,2019
3102407,MG,2020
3102407,MG,2021
3102407,MG,2022
3102407,MG,2023
3102506,MG,2019
3102506,MG,2020
3102506,MG,2021
3102506,MG,2022
3102506,MG,2023
3102605,MG,2019
3102605,MG,2020
3102605,MG,2021
3102605,MG,2022
3102605,MG,2023
3102704,MG,2019
3102704,MG,2020
3102704,MG,2021
3102704,MG,2022
3102704,MG,2023
3102803,MG,2019
3102803,MG,2020
3102803,MG,2021
3102803,MG,2022
3102803,MG,2023
3102852,MG,2019
3102852,MG,2020
3102852,MG,2021
3102852,MG,2022
3102852,MG,2023
3102902,MG,2019
3102902,MG,2020
3102902,MG,2021
3102902,MG,2022
3102902,MG,2023
3103009,MG,2019
3103009,MG,2020
3103009,MG,2021
3103009,MG,2022
3103009,MG,2023
3103108,MG,2019
3103108,MG,2020
3103108,MG,2021
3103108,MG,2022
3103108,MG,2023
3103207,MG,2019
3103207,MG,2020
3103207,MG,2021
3103207,MG,2022
3103207,MG,2023
3103306,MG,2019
3103306,MG,2020
3103306,MG,2021
3103306,MG,2022
3103306,MG,2023
3103405,MG,2019
3103405,MG,2020
3103405,MG,2021
3103405,MG,2022
3103405,MG,2023
3103504,MG,2019
3103504,MG,2020
3103504,MG,2021
3103504,MG,2022
3103504,MG,2023
3103603,MG,2019
3103603,MG,2020
3103603,MG,2021
3103603,MG,2022
3103603,MG,2023
3103702,MG,2019
3103702,MG,2020
3103702,MG,2021
3103702,MG,2022
3103702,MG,2023
3103751,MG,2019
3103751,MG,2020
3103751,MG,2021
3103751,MG,2022
3103751,MG,2023
3103801,MG,2019
3103801,MG,2020
3103801,MG,2021
3103801,MG,2022
3103801,MG,2023
3103900,MG,2019
3103900,MG,2020
3103900,MG,2021
3103900,MG,2022
3103900,MG,2023
3104007,MG,2019
3104007,MG,2020
3104007,MG,2021
3104007,MG,2022
3104007,MG,2023
3104106,MG,2019
3104106,MG,2020
3104106,MG,2021
3104106,MG,2022
3104106,MG,2023
3104205,MG,2019
3104205,MG,2020
3104205,MG,2021
3104205,MG,2022
3104205,MG,2023
3104304,MG,2019
3104304,MG,2020
3104304,MG,2021
3104304,MG,2022
3104304,MG,2023
3104403,MG,2019
3104403,MG,2020
3104403,MG,2021
3104403,MG,2022
3104403,MG,2023
3104452,MG,2019
3104452,MG,2020
3104452,MG,2021
3104452,MG,2022
3104452,MG,2023
3104502,MG,2019
3104502,MG,2020
3104502,MG,2021
3104502,MG,2022
3104502,MG,2023
3104601,MG,2019
3104601,MG,2020
3104601,MG,2021
